"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-10","2015","11","10","","10.2","","-1.4","","4.4","","13.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-11","2015","11","11","","11.3","","7.8","","9.6","","8.4","","0.0","","","M","","M","0.7","","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-12","2015","11","12","","12.7","","9.2","","11.0","","7.0","","0.0","","","M","","M","13.2","","","","22","","65",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-13","2015","11","13","","10.5","","1.9","","6.2","","11.8","","0.0","","","M","","M","0.3","","","","25","","69",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-14","2015","11","14","","3.9","","-0.2","","1.9","","16.1","","0.0","","","M","","M","0.0","","","","29","","41",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-15","2015","11","15","","12.1","","3.3","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","25","","35",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-16","2015","11","16","","11.4","","-0.1","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-17","2015","11","17","","8.4","","-2.2","","3.1","","14.9","","0.0","","","M","","M","0.0","","","","14","","43",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-18","2015","11","18","","12.1","","6.8","","9.5","","8.5","","0.0","","","M","","M","0.0","","","","15","","52",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-19","2015","11","19","","14.4","","8.7","","11.6","","6.4","","0.0","","","M","","M","7.7","","","","24","","54",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-20","2015","11","20","","8.9","","0.1","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","24","","59",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-21","2015","11","21","","8.1","","-1.6","","3.3","","14.7","","0.0","","","M","","M","0.0","","1","","16","","61",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-22","2015","11","22","","9.4","","-3.5","","3.0","","15.0","","0.0","","","M","","M","0.0","","1","","21","","87",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-23","2015","11","23","","2.2","","-7.6","","-2.7","","20.7","","0.0","","","M","","M","0.0","","0","T","23","","32",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-24","2015","11","24","","4.9","","-0.6","","2.2","","15.8","","0.0","","","M","","M","0.3","","0","T","23","","32",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-25","2015","11","25","","8.2","","-0.2","","4.0","","14.0","","0.0","","","M","","M","0.0","","0","T","17","","54",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-26","2015","11","26","","11.1","","6.8","","9.0","","9.0","","0.0","","","M","","M","0.0","","1","","17","","59",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-27","2015","11","27","","12.5","","0.7","","6.6","","11.4","","0.0","","","M","","M","7.4","","","","18","","44",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-28","2015","11","28","","-0.3","E","-1.2","E","-0.8","E","18.8","E","0.0","E","","M","","M","1.8","E","","","","M","","M"
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-29","2015","11","29","","2.1","","-8.2","","-3.1","","21.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-11-30","2015","11","30","","0.9","","-3.2","","-1.2","","19.2","","0.0","","","M","","M","0.0","","1","","6","","32",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-01","2015","12","01","","7.9","","-3.4","","2.3","","15.7","","0.0","","","M","","M","2.9","","1","","16","","35",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-02","2015","12","02","","8.8","","2.7","","5.8","","12.2","","0.0","","","M","","M","2.7","","0","T","18","","32",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-03","2015","12","03","","5.5","","0.2","","2.9","","15.1","","0.0","","","M","","M","0.0","","1","","27","","37",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-04","2015","12","04","","6.7","","2.0","","4.4","","13.6","","0.0","","","M","","M","0.0","","0","T","24","","39",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-05","2015","12","05","","7.0","","4.3","","5.7","","12.3","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-06","2015","12","06","","7.1","","-0.9","","3.1","","14.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-07","2015","12","07","","4.5","","1.9","","3.2","","14.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-08","2015","12","08","","4.7","","2.2","","3.5","","14.5","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-09","2015","12","09","","9.0","","2.3","","5.7","","12.3","","0.0","","","M","","M","0.0","","0","T","20","","46",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-10","2015","12","10","","9.5","","6.2","","7.9","","10.1","","0.0","","","M","","M","0.3","","0","T","19","","43",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-11","2015","12","11","","12.7","","6.3","","9.5","","8.5","","0.0","","","M","","M","0.2","","0","T","22","","50",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-12","2015","12","12","","9.6","","3.4","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-13","2015","12","13","","5.4","","3.8","","4.6","","13.4","","0.0","","","M","","M","0.0","","2","","4","","33",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-14","2015","12","14","","14.1","","4.1","","9.1","","8.9","","0.0","","","M","","M","11.1","","0","T","22","","57",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-15","2015","12","15","","9.8","","0.9","","5.4","","12.6","","0.0","","","M","","M","0.5","","","","24","","56",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-16","2015","12","16","","7.1","","-2.0","","2.6","","15.4","","0.0","","","M","","M","0.0","","0","T","14","","37",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-17","2015","12","17","","8.4","","3.9","","6.2","","11.8","","0.0","","","M","","M","4.0","","0","T","16","","44",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-18","2015","12","18","","4.5","","-0.2","","2.2","","15.8","","0.0","","","M","","M","0.0","","1","","28","","35",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-19","2015","12","19","","1.0","","-2.6","","-0.8","","18.8","","0.0","","","M","","M","0.0","","0","T","23","","54",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-20","2015","12","20","","4.9","","-1.9","","1.5","","16.5","","0.0","","","M","","M","0.0","","1","","19","","54",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-21","2015","12","21","","7.9","","4.7","","6.3","","11.7","","0.0","","","M","","M","7.5","","0","T","18","","52",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-22","2015","12","22","","9.4","","5.4","","7.4","","10.6","","0.0","","","M","","M","3.2","","0","T","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-23","2015","12","23","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-24","2015","12","24","","14.2","","5.1","","9.7","","8.3","","0.0","","","M","","M","0.0","","0","T","24","","61",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-25","2015","12","25","","7.9","","-0.3","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-26","2015","12","26","","","M","-4.3","E","","M","","M","","M","","M","","M","","M","0","T","6","","37",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-27","2015","12","27","","2.0","","-1.6","","0.2","","17.8","","0.0","","","M","","M","8.9","","0","T","34","","39",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-28","2015","12","28","","-1.6","","-9.2","","-5.4","","23.4","","0.0","","","M","","M","3.4","","1","","6","","46",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-29","2015","12","29","","-2.8","","-7.5","","-5.2","","23.2","","0.0","","","M","","M","11.1","","6","","7","","50",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-30","2015","12","30","","2.4","","-6.3","","-2.0","","20.0","","0.0","","","M","","M","2.2","","5","","","","<31",""
"-76.60","44.22","KINGSTON CLIMATE","6104142","2015-12-31","2015","12","31","","2.4","","0.6","","1.5","","16.5","","0.0","","","M","","M","0.0","","6","","23","","37",""
