Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-06-29,2014,6,29,,27.4,,19.6,,23.5,,0.0,,5.5,,,M,,M,0.7,,,,20,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-06-30,2014,6,30,,24.5,,19.8,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-01,2014,7,1,,29.1,,20.9,,25.0,,0.0,,7.0,,,M,,M,0.0,,,,23,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-02,2014,7,2,,25.3,,19.5,,22.4,,0.0,,4.4,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-03,2014,7,3,,22.3,,15.2,,18.8,,0.0,,0.8,,,M,,M,2.6,,,,33,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-04,2014,7,4,,23.7,,13.9,,18.8,,0.0,,0.8,,,M,,M,,M,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-05,2014,7,5,,25.9,,12.3,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,23,,44,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-06,2014,7,6,,24.7,,16.3,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,22,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-07,2014,7,7,,24.4,,17.5,,21.0,,0.0,,3.0,,,M,,M,6.6,,,,20,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-08,2014,7,8,,24.1,,16.6,,20.4,,0.0,,2.4,,,M,,M,18.8,,,,24,,48,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-09,2014,7,9,,22.0,,13.5,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,26,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-10,2014,7,10,,20.1,,10.7,,15.4,,2.6,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-11,2014,7,11,,22.2,,9.8,,16.0,,2.0,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-12,2014,7,12,,23.1,,11.7,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-13,2014,7,13,,24.5,,17.5,,21.0,,0.0,,3.0,,,M,,M,3.0,,,,20,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-14,2014,7,14,,22.7,,16.1,,19.4,,0.0,,1.4,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-15,2014,7,15,,22.5,,14.8,,18.7,,0.0,,0.7,,,M,,M,11.6,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-16,2014,7,16,,21.7,,15.4,,18.6,,0.0,,0.6,,,M,,M,0.0,,,,22,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-17,2014,7,17,,22.6,,12.1,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,19,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-18,2014,7,18,,21.6,,10.7,,16.2,,1.8,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-19,2014,7,19,,25.2,,10.5,,17.9,,0.1,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-20,2014,7,20,,24.8,,17.2,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-21,2014,7,21,,25.3,,15.8,,20.6,,0.0,,2.6,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-22,2014,7,22,,25.0,,16.3,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,21,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-23,2014,7,23,,27.6,,14.4,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,36,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-24,2014,7,24,,23.4,,11.2,,17.3,,0.7,,0.0,,,M,,M,0.0,,,,36,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-25,2014,7,25,,23.9,,12.4,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,23,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-26,2014,7,26,,24.1,,17.3,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,20,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-27,2014,7,27,,25.3,,17.2,,21.3,,0.0,,3.3,,,M,,M,10.6,,,,29,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-28,2014,7,28,,18.4,,12.0,,15.2,,2.8,,0.0,,,M,,M,15.7,,,,35,,44,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-29,2014,7,29,,21.0,,10.8,,15.9,,2.1,,0.0,,,M,,M,0.0,,,,24,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-30,2014,7,30,,20.8,,16.1,,18.5,,0.0,,0.5,,,M,,M,0.0,,,,18,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-07-31,2014,7,31,,21.4,,16.5,,19.0,,0.0,,1.0,,,M,,M,0.0,,,,19,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-01,2014,8,1,,22.5,,15.4,,19.0,,0.0,,1.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-02,2014,8,2,,24.3,,14.0,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-03,2014,8,3,,26.0,,17.0,,21.5,,0.0,,3.5,,,M,,M,0.0,,,,32,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-04,2014,8,4,,23.5,,17.6,,20.6,,0.0,,2.6,,,M,,M,0.0,,,,19,,33,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-05,2014,8,5,,25.4,,17.2,,21.3,,0.0,,3.3,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-06,2014,8,6,,24.4,,13.9,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-07,2014,8,7,,24.5,,12.3,,18.4,,0.0,,0.4,,,M,,M,0.0,,,,36,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-08,2014,8,8,,24.7,,12.5,,18.6,,0.0,,0.6,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-09,2014,8,9,,25.8,,12.5,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-10,2014,8,10,,26.0,,12.9,,19.5,,0.0,,1.5,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-11,2014,8,11,,27.1,,13.4,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,14,,33,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-12,2014,8,12,,22.9,,17.6,,20.3,,0.0,,2.3,,,M,,M,53.8,,,,14,,63,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-13,2014,8,13,,22.7,,11.5,,17.1,,0.9,,0.0,,,M,,M,7.8,,,,29,,44,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-14,2014,8,14,,16.6,,10.5,,13.6,,4.4,,0.0,,,M,,M,0.4,,,,25,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-15,2014,8,15,,18.8,,10.7,,14.8,,3.2,,0.0,,,M,,M,0.5,,,,26,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-16,2014,8,16,,19.6,,16.0,,17.8,,0.2,,0.0,,,M,,M,4.6,,,,22,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-17,2014,8,17,,22.5,,12.2,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-18,2014,8,18,,20.0,,10.4,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-19,2014,8,19,,23.5,,8.4,,16.0,,2.0,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-20,2014,8,20,,22.7,,15.0,,18.9,,0.0,,0.9,,,M,,M,1.3,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-21,2014,8,21,,22.8,,18.2,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-22,2014,8,22,,24.5,,18.2,,21.4,,0.0,,3.4,,,M,,M,4.6,,,,7,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-23,2014,8,23,,22.7,,14.2,,18.5,,0.0,,0.5,,,M,,M,,M,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-24,2014,8,24,,25.1,,13.1,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-25,2014,8,25,,24.9,,12.6,,18.8,,0.0,,0.8,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-26,2014,8,26,,24.6,,18.9,,21.8,,0.0,,3.8,,,M,,M,0.0,,,,18,,33,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-27,2014,8,27,,24.2,,15.0,,19.6,,0.0,,1.6,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-28,2014,8,28,,21.7,,10.6,,16.2,,1.8,,0.0,,,M,,M,0.0,,,,34,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-29,2014,8,29,,20.6,,8.6,,14.6,,3.4,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-30,2014,8,30,,23.7,,18.6,,21.2,,0.0,,3.2,,,M,,M,4.9,,,,17,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-08-31,2014,8,31,,24.9,,19.3,,22.1,,0.0,,4.1,,,M,,M,0.7,,,,20,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-01,2014,9,1,,24.5,,17.2,,20.9,,0.0,,2.9,,,M,,M,0.0,,,,17,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-02,2014,9,2,,24.8,,17.0,,20.9,,0.0,,2.9,,,M,,M,2.5,,,,19,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-03,2014,9,3,,23.6,,15.5,,19.6,,0.0,,1.6,,,M,,M,0.0,,,,19,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-04,2014,9,4,,24.1,,15.5,,19.8,,0.0,,1.8,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-05,2014,9,5,,28.3,,20.2,,24.3,,0.0,,6.3,,,M,,M,0.0,,,,25,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-06,2014,9,6,,21.8,,12.0,,16.9,,1.1,,0.0,,,M,,M,6.1,,,,31,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-07,2014,9,7,,20.5,,10.1,,15.3,,2.7,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-08,2014,9,8,,22.8,,9.9,,16.4,,1.6,,0.0,,,M,,M,0.0,,,,17,,44,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-09,2014,9,9,,22.0,,17.9,,20.0,,0.0,,2.0,,,M,,M,0.0,,,,17,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-10,2014,9,10,,22.2,,18.9,,20.6,,0.0,,2.6,,,M,,M,1.2,,,,17,,70,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-11,2014,9,11,,23.0,,7.7,,15.4,,2.6,,0.0,,,M,,M,4.5,,,,16,,69,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-12,2014,9,12,,13.6,,4.0,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,2,,33,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-13,2014,9,13,,13.4,,5.7,,9.6,,8.4,,0.0,,,M,,M,10.0,,,,22,,48,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-14,2014,9,14,,13.1,,2.5,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-15,2014,9,15,,17.9,,8.9,,13.4,,4.6,,0.0,,,M,,M,0.0,,,,19,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-16,2014,9,16,,18.9,,9.8,,14.4,,3.6,,0.0,,,M,,M,0.2,,,,27,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-17,2014,9,17,,18.7,,6.6,,12.7,,5.3,,0.0,,,M,,M,0.0,,,,19,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-18,2014,9,18,,14.5,,3.3,,8.9,,9.1,,0.0,,,M,,M,0.0,,,,2,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-19,2014,9,19,,15.8,,-0.3,,7.8,,10.2,,0.0,,,M,,M,0.2,,,,17,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-20,2014,9,20,,20.8,,15.7,,18.3,,0.0,,0.3,,,M,,M,0.0,,,,17,,61,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-21,2014,9,21,,23.4,,9.2,,16.3,,1.7,,0.0,,,M,,M,7.4,,,,16,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-22,2014,9,22,,13.0,,7.9,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,31,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-23,2014,9,23,,19.4,,8.1,,13.8,,4.2,,0.0,,,M,,M,0.0,,,,20,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-24,2014,9,24,,21.7,,8.6,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-25,2014,9,25,,20.4,,9.7,,15.1,,2.9,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-26,2014,9,26,,21.6,,9.7,,15.7,,2.3,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-27,2014,9,27,,21.2,,9.1,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-28,2014,9,28,,20.6,,9.8,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-29,2014,9,29,,20.5,,10.6,,15.6,,2.4,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-09-30,2014,9,30,,18.6,,10.6,,14.6,,3.4,,0.0,,,M,,M,0.0,,,,2,,33,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-01,2014,10,1,,18.6,,10.9,,14.8,,3.2,,0.0,,,M,,M,0.0,,,,5,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-02,2014,10,2,,20.8,,11.0,,15.9,,2.1,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-03,2014,10,3,,20.8,,16.6,,18.7,,0.0,,0.7,,,M,,M,0.5,,,,16,,56,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-04,2014,10,4,,17.0,,7.6,,12.3,,5.7,,0.0,,,M,,M,8.4,,,,16,,65,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-05,2014,10,5,,13.1,,4.6,,8.9,,9.1,,0.0,,,M,,M,2.3,,,,23,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-06,2014,10,6,,17.5,,10.1,,13.8,,4.2,,0.0,,,M,,M,3.4,,,,17,,65,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-07,2014,10,7,,18.4,,13.4,,15.9,,2.1,,0.0,,,M,,M,4.4,,,,17,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-08,2014,10,8,,16.1,,7.0,,11.6,,6.4,,0.0,,,M,,M,3.8,,,,23,,72,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-09,2014,10,9,,13.5,,6.8,,10.2,,7.8,,0.0,,,M,,M,0.0,,,,24,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-10,2014,10,10,,13.4,,5.8,,9.6,,8.4,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-11,2014,10,11,,13.6,,2.1,,7.9,,10.1,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-12,2014,10,12,,12.4,,-1.1,,5.7,,12.3,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-13,2014,10,13,,17.0,,4.6,,10.8,,7.2,,0.0,,,M,,M,0.0,,,,17,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-14,2014,10,14,,21.0,,15.4,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,17,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-15,2014,10,15,,20.3,,16.2,,18.3,,0.0,,0.3,,,M,,M,3.3,,,,14,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-16,2014,10,16,,19.7,,13.8,,16.8,,1.2,,0.0,,,M,,M,8.7,,,,23,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-17,2014,10,17,,15.7,,13.1,,14.4,,3.6,,0.0,,,M,,M,0.8,,,,22,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-18,2014,10,18,,15.3,,4.8,,10.1,,7.9,,0.0,,,M,,M,1.4,,,,34,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-19,2014,10,19,,7.8,,-0.8,,3.5,,14.5,,0.0,,,M,,M,0.2,,,,33,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-20,2014,10,20,,12.6,,-0.7,,6.0,,12.0,,0.0,,,M,,M,5.7,,,,22,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-21,2014,10,21,,11.5,,6.6,,9.1,,8.9,,0.0,,,M,,M,5.8,,,,3,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-22,2014,10,22,,11.7,,5.4,,8.6,,9.4,,0.0,,,M,,M,,M,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-23,2014,10,23,,14.5,,7.0,,10.8,,7.2,,0.0,,,M,,M,0.0,,,,1,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-24,2014,10,24,,16.5,,5.0,,10.8,,7.2,,0.0,,,M,,M,0.0,,,,24,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-25,2014,10,25,,14.7,,7.4,,11.1,,6.9,,0.0,,,M,,M,1.8,,,,21,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-26,2014,10,26,,10.9,,7.6,,9.3,,8.7,,0.0,,,M,,M,,M,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-27,2014,10,27,,10.2,,3.8,,7.0,,11.0,,0.0,,,M,,M,1.1,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-28,2014,10,28,,18.5,,7.6,,13.1,,4.9,,0.0,,,M,,M,3.2,,,,22,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-29,2014,10,29,,13.5,,6.2,,9.9,,8.1,,0.0,,,M,,M,0.0,,,,24,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-30,2014,10,30,,8.8,,1.4,,5.1,,12.9,,0.0,,,M,,M,0.2,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-10-31,2014,10,31,,7.9,,2.4,,5.2,,12.8,,0.0,,,M,,M,0.0,,,,5,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-01,2014,11,1,,5.6,,1.8,,3.7,,14.3,,0.0,,,M,,M,0.2,,,,1,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-02,2014,11,2,,6.7,,-1.2,,2.8,,15.2,,0.0,,,M,,M,0.0,,,,35,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-03,2014,11,3,,10.9,,2.8,,6.9,,11.1,,0.0,,,M,,M,0.0,,,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-04,2014,11,4,,13.6,,8.6,,11.1,,6.9,,0.0,,,M,,M,1.1,,,,25,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-05,2014,11,5,,12.0,,5.8,,8.9,,9.1,,0.0,,,M,,M,0.2,,,,23,,56,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-06,2014,11,6,,8.7,,3.1,,5.9,,12.1,,0.0,,,M,,M,3.7,,,,16,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-07,2014,11,7,,4.1,,0.5,,2.3,,15.7,,0.0,,,M,,M,1.1,,,,35,,44,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-08,2014,11,8,,8.5,,-3.3,,2.6,,15.4,,0.0,,,M,,M,0.7,,,,22,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-09,2014,11,9,,9.1,,2.6,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,21,,52,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-10,2014,11,10,,9.9,,3.8,,6.9,,11.1,,0.0,,,M,,M,0.0,,,,23,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-11,2014,11,11,,14.2,,9.1,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,15,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-12,2014,11,12,,12.3,,1.9,,7.1,,10.9,,0.0,,,M,,M,1.7,,,,23,,65,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-13,2014,11,13,,3.7,,-2.4,,0.7,,17.3,,0.0,,,M,,M,0.0,,,,25,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-14,2014,11,14,,2.7,,-5.2,,-1.3,,19.3,,0.0,,,M,,M,0.0,,,,30,,35,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-15,2014,11,15,,3.8,,-6.6,,-1.4,,19.4,,0.0,,,M,,M,0.2,,,,24,,52,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-16,2014,11,16,,3.5,,-1.4,,1.1,,16.9,,0.0,,,M,,M,0.9,,,,23,,37,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-17,2014,11,17,,3.0,,-1.6,,0.7,,17.3,,0.0,,,M,,M,11.1,,,,26,,63,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-18,2014,11,18,,-1.5,,-5.1,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,23,,83,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-19,2014,11,19,,0.3,,-5.9,,-2.8,,20.8,,0.0,,,M,,M,0.4,,,,17,,59,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-20,2014,11,20,,,M,-3.0,E,,M,,M,,M,,M,,M,,M,,,23,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-21,2014,11,21,,-2.8,,-10.5,,-6.7,,24.7,,0.0,,,M,,M,0.0,,2,,24,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-22,2014,11,22,,6.9,,-5.1,,0.9,,17.1,,0.0,,,M,,M,2.2,,2,,21,,50,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-23,2014,11,23,,10.4,,6.4,,8.4,,9.6,,0.0,,,M,,M,0.6,,2,,14,,39,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-24,2014,11,24,,14.3,,6.6,,10.5,,7.5,,0.0,,,M,,M,8.7,,,,24,,80,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-25,2014,11,25,,6.8,,0.2,,3.5,,14.5,,0.0,,,M,,M,0.5,,,,24,,78,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-26,2014,11,26,,0.9,,-3.7,,-1.4,,19.4,,0.0,,,M,,M,0.0,,,,2,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-27,2014,11,27,,-0.6,,-6.6,,-3.6,,21.6,,0.0,,,M,,M,1.1,,2,,,,<31,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-28,2014,11,28,,-2.1,,-8.2,,-5.2,,23.2,,0.0,,,M,,M,0.0,,2,,31,,32,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-29,2014,11,29,,4.3,,-5.7,,-0.7,,18.7,,0.0,,,M,,M,0.0,,2,,17,,57,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-11-30,2014,11,30,,9.2,,4.2,,6.7,,11.3,,0.0,,,M,,M,0.0,,1,,18,,54,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-12-01,2014,12,1,,8.9,,-8.4,,0.3,,17.7,,0.0,,,M,,M,,M,2,,26,,43,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-12-02,2014,12,2,,2.4,,-13.4,,-5.5,,23.5,,0.0,,,M,,M,4.1,,2,,16,,46,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-12-03,2014,12,3,,5.3,,0.1,,2.7,,15.3,,0.0,,,M,,M,1.4,,1,,26,,50,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-12-04,2014,12,4,,0.5,,-9.0,,-4.3,,22.3,,0.0,,,M,,M,,M,2,,25,,41,
-76.60,44.22,KINGSTON CLIMATE,6104142,2014-12-05,2014,12,5,,3.8,,-8.6,,-2.4,,20.4,,0.0,,,M,,M,0.0,,2,,16,,44,
