date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2018-04-02,1.3,-3.52,-5.55,-12.4,,-14,85,58.9,60.5,36,-7.7,-10.8,-11.7,-15.7,21,9.67,11,1,,,102.1,101.9,101.95,101.8,101.1,100.94,100.95,100.81,48300,37208.3,36200,24100,,,,,23.6,0,0,0,0,0,,,45,06:23:00,19:14:00,12.85,6.38,19.23,4,4,1,1,-4,-4,19488,,,,,6,3.2,3,0,,,,
2018-04-01,4.8,0.9,-0.64,-6.1,,-7,89,60.5,64.5,40,1.4,-6.3,-5.5,-12.5,39,21.38,21,3,70,25,101.8,100.93,101,100.2,100.82,99.99,100.03,99.23,48300,35400,30600,12900,,,,,18.6,0,0,0,0,2.6,,,46,06:25:00,19:13:00,12.8,6.42,19.22,4,4,0,1,-10,-10,14047,,,,,8,6,4.5,1,,,,
2018-03-31,4.6,0.11,-1.6,-7.8,,-12,74,52.2,56.5,39,-2.7,-8.7,-8.2,-13.7,30,13.96,16,2,39,24,102.1,101.72,101.6,101.1,101.13,100.78,100.64,100.15,48300,29141.7,36200,24100,,,,,19.6,0,0,0,0,0,,,48,06:27:00,19:11:00,12.73,6.45,19.18,4,4,5,5,1,1,20537,,,,,8,4.5,4,0,,,,
2018-03-30,7.2,3.28,2.7,-1.8,,,99,81.1,72.5,46,3.6,0.1,-3.4,-10.3,24,15.12,14.5,5,41,32,101.5,100.73,100.9,100.3,100.56,99.8,99.97,99.37,40200,17900,20500,800,,,,,15.3,0,0,0,0,8.4,,,53,06:29:00,19:10:00,12.68,6.48,19.17,3,3,4,4,-7,-5,9331,,,,,8,6.9,5,2,,,,
2018-03-29,8.3,3.55,4.45,0.6,,,94,77.3,73.5,53,0.5,-0.3,-0.7,-1.9,22,6.58,12.5,3,31,7,101.9,101.61,101.5,101.1,100.97,100.68,100.56,100.14,48300,25750,30600,12900,,,,,13.6,0,0,0,0,3.3,,,57,06:30:00,19:09:00,12.65,6.5,19.15,3,4,6,6,2,2,10028,,,,,8,7.9,7.5,7,,,,
2018-03-28,4.7,1.6,2.35,0,,-3,99,90.1,84.5,70,0.8,0.1,-1.4,-3.5,21,10.5,11,1,,,102,101.73,101.8,101.6,101.06,100.79,100.84,100.62,40200,16400,20700,1200,,,,,15.7,0,0,0,0,6.3,,,62,06:32:00,19:07:00,12.58,6.53,19.12,3,3,5,6,-1,0,11278,,,,,8,6.8,4.5,1,,,,
2018-03-27,6.5,-0.63,-2.04,-10.6,,-12,77,57.2,59,41,-2.9,-8.3,-8.2,-13.6,28,12.96,15,2,,,103.9,103.09,102.95,102,102.95,102.12,101.99,101.04,48300,37879.2,36200,24100,,,,,20,0,0,0,0,0,,,63,06:34:00,19:06:00,12.53,6.57,19.1,4,4,6,6,0,0,17485,,,,,8,4.8,4,0,,,,
2018-03-26,5.5,-2.82,-2.84,-11.2,,-12,87,57.8,57,27,-8.4,-10.8,-11,-13.6,12,5.62,7.5,3,,,104.4,104.15,104.15,103.9,103.46,103.19,103.22,102.98,48300,38216.7,36200,24100,,,,,20.8,0,0,0,0,0,,,64,06:36:00,19:05:00,12.48,6.6,19.08,4,4,3,3,-5,-5,19727,,,,,2,0.6,1,0,,,,
2018-03-25,1,-1.26,-4.2,-9.4,,-9,82,68.4,64.5,47,-4.1,-6.5,-8.2,-12.2,28,19.88,17,6,37,10,104,103.59,103.45,102.9,103.07,102.63,102.49,101.9,56300,37541.7,40200,24100,,,,,22.2,0,0,0,0,0.2,,,65,06:38:00,19:03:00,12.42,6.63,19.05,4,4,0,0,-10,-9,19140,,,,,8,2.9,4,0,,,,
2018-03-24,2,-0.38,-0.05,-2.1,,-7,86,64.1,68.5,51,-2.5,-6.5,-5.7,-8.9,26,9.38,15,4,,,102.8,102.14,102.25,101.7,101.8,101.18,101.29,100.78,48300,31158.3,36200,24100,,,,,18.1,0,0,0,0,0,,,66,06:40:00,19:02:00,12.37,6.67,19.03,3,3,0,0,-6,-6,10090,,,,,8,7,5.5,3,,,,
2018-03-23,6,-0.63,-3.4,-12.8,,-10,94,64,62.5,31,-4,-7.4,-7,-10.1,23,8.42,12,1,33,31,101.7,101.5,101.55,101.4,100.75,100.56,100.58,100.41,48300,37208.3,36200,24100,,,,,21.4,0,0,0,0,0,,,68,06:42:00,19:00:00,12.3,6.7,19,3,3,3,3,-4,-4,17581,,,,,8,4.4,4,0,,,,
2018-03-22,2.1,-1.98,-3.55,-9.2,,-11,93,77.1,73.5,54,-3.2,-5.6,-5.3,-7.4,32,19,17.5,3,39,9,101.6,101.51,101.5,101.4,100.68,100.56,100.56,100.43,48300,37883.3,36200,24100,,,,,21.6,0,0,0,0,0.3,,,68,06:44:00,18:59:00,12.25,6.73,18.98,4,4,1,2,-6,-6,15472,,,,,8,6.7,6,4,,,,
2018-03-21,1.6,-4.37,-6.4,-14.4,,-16,83,69,69,55,-4.9,-9.3,-9.8,-14.7,30,15.92,16.5,3,37,8,101.7,101.61,101.55,101.4,100.78,100.66,100.62,100.46,48300,29141.7,36200,24100,,,,,24.4,0,0,0,0,0,,,68,06:46:00,18:58:00,12.2,6.77,18.97,3,4,0,0,-7,-6,17924,,,,,8,3.8,4,0,,,,
2018-03-20,-2.4,-7.45,-7.3,-12.2,,-21,69,61.1,61,53,-11,-13.8,-14,-17,44,23.54,25,6,44,21,101.7,101.49,101.5,101.3,100.73,100.54,100.55,100.36,48300,36870.8,36200,24100,,,,,25.3,0,0,0,0,0.2,,,68,06:48:00,18:56:00,12.13,6.8,18.93,3,3,-4,-4,-15,-13,17118,,,,,8,2.9,4,0,,,,
2018-03-19,-2.4,-8.46,-8.9,-15.4,,-22,57,47.6,47.5,38,-13.8,-17.8,-17.9,-21.9,34,18.17,20,6,43,28,101.3,101.18,101.15,101,100.36,100.22,100.22,100.09,48300,37208.3,36200,24100,,,,,26.9,0,0,0,0,0,,,68,06:50:00,18:55:00,12.08,6.83,18.92,3,3,-5,-5,-16,-15,17654,,,,,8,2.8,4.5,1,,,,
2018-03-18,-5.6,-11.88,-12.05,-18.5,,-27,60,44.8,44.5,29,-18,-21.9,-21.6,-25.3,37,18.5,22,7,43,22,101.3,101.12,101.15,101,100.31,100.15,100.17,100.04,48300,37208.3,36200,24100,,,,,30.1,0,0,0,0,0,,,69,06:52:00,18:53:00,12.02,6.87,18.88,3,3,-6,-6,-18,-17,17734,,,,,7,1.6,3.5,0,,,,
2018-03-17,-6.6,-11,-11.1,-15.6,,-23,59,45.2,47,35,-19.3,-20.9,-21.4,-23.5,24,16.92,14.5,5,43,30,101,100.53,100.6,100.2,100.04,99.58,99.67,99.29,48300,37208.3,36200,24100,,,,,29.1,0,0,0,0,0,,,69,06:54:00,18:52:00,11.97,6.9,18.87,3,3,-8,-8,-18,-18,16623,,,,,6,2,3,0,,,,
2018-03-16,-3.6,-5.74,-7,-10.4,,-16,68,55.2,55,42,-9.5,-13.5,-14.4,-19.4,28,19.17,19,10,52,30,100.3,99.92,99.85,99.4,99.37,98.98,98.94,98.51,48300,35866.7,36200,24100,,,,,25,0,0,0,0,0.4,,,69,06:56:00,18:51:00,11.92,6.93,18.85,,,-4,-4,-16,-15,12383,,,,,8,6.7,4.5,1,,,,
2018-03-15,1.6,-0.3,-1.05,-3.7,,-8,91,74.9,74.5,58,-2.3,-4.4,-5.4,-8.5,27,19.04,15.5,4,46,31,99.4,98.98,99.1,98.8,98.48,98.06,98.16,97.84,48300,28050,25550,2800,,,,,19.1,0,0,0,0,0.3,,,72,06:58:00,18:49:00,11.85,6.97,18.82,,,1,1,-5,-5,8992,,,,,8,7.7,6,4,,,,
2018-03-14,2,-0.38,-1.65,-5.3,,-9,96,84,81,66,-1.9,-2.9,-3.3,-4.7,42,21.25,23.5,5,48,6,100.1,99.47,99.65,99.2,99.2,98.54,98.72,98.23,24100,8762.5,12850,1600,,,,,19.6,0,0,0,0,1.8,,,70,07:00:00,18:48:00,11.8,7,18.8,,,2,2,-2,0,8163,,,,,8,6.6,5.5,3,,,,
2018-03-13,2.5,0.1,0.85,-0.8,,-8,96,75.8,80.5,65,-1.3,-3.7,-3.9,-6.5,41,27.54,23,5,52,5,101.8,101.12,101,100.2,100.87,100.19,100.09,99.3,48300,23558.3,25750,3200,,,,,17.1,0,0,0,0,1.4,,,70,07:02:00,18:46:00,11.73,7.03,18.77,,,1,1,0,0,4600,,,,,8,8,7.5,7,,,,
2018-03-12,1.8,-0.35,-0.35,-2.5,,-6,96,80,80,64,-2.1,-3.5,-3.5,-4.8,24,14.75,14.5,5,29,7,102.1,101.96,102,101.9,101.12,101.02,101.02,100.91,48300,31837.5,32200,16100,,,,,18.4,0,0,0,0,0,,,72,07:04:00,18:45:00,11.68,7.07,18.75,3,3,1,2,-3,-2,13096,,,,,8,7,6.5,5,,,,
2018-03-11,2.8,-0.54,-1.55,-5.9,,-7,91,76.3,73,55,-2.3,-4.4,-4,-5.8,14,6.87,7.5,1,,,101.8,101.43,101.4,101,100.9,100.49,100.49,100.07,48300,30839.1,26550,4800,,,,,19.6,0,0,0,0,0,,,75,07:06:00,18:44:00,11.63,7.1,18.73,3,3,2,2,-6,-6,12487,,,,,8,7,5.5,3,,,,
2018-03-10,0.9,-1.58,-2.84,-6.6,,-6,98,86.6,85.5,73,-2.3,-3.6,-3.6,-4.9,15,5.83,8,1,,,101,100.57,100.63,100.26,100.04,99.64,99.69,99.35,24100,10579.2,12650,1200,,,,,20.8,0,0,0,0,2.7,,,75,06:08:00,17:42:00,11.57,6.13,17.7,,,1,1,-3,-3,6594,,,,,8,7.6,5,2,,,,
2018-03-09,0.6,-1.59,-1.99,-4.6,,-8,96,84.5,84,72,-2.9,-3.9,-4.3,-5.7,26,7.38,14,2,37,6,100.5,100.21,100.25,100,99.55,99.28,99.31,99.06,32200,18125,16900,1600,,,,,20,0,0,0,0,2.8,,,73,06:10:00,17:41:00,11.52,6.17,17.68,,,1,1,-4,-4,6546,,,,,8,7.5,6,4,,,,
2018-03-08,-0.3,-2.04,-1.6,-2.9,,-11,92,82.3,82.5,73,-3.3,-4.7,-4.5,-5.6,43,33.96,31,19,50,7,101.4,100.76,100.8,100.2,100.5,99.83,99.86,99.22,32200,10095.8,16600,1000,,,,,19.6,0,0,0,0,2.2,,,71,06:12:00,17:39:00,11.45,6.2,17.65,,,0,0,-3,-3,4918,,,,,8,6.9,5,2,,,,
2018-03-07,-0.7,-1.45,-1.45,-2.2,,-9,90,72.2,79,68,-3.2,-5.8,-5.1,-7,35,26.88,26.5,18,41,6,102.1,101.85,101.8,101.5,101.17,100.91,100.86,100.56,48300,34591.7,29000,9700,,,,,19.4,0,0,0,0,0.6,,,71,06:14:00,17:38:00,11.4,6.23,17.63,,,-1,0,-3,-3,3320,,,,,8,8,8,8,,,,
2018-03-06,1,-0.78,-2.6,-6.2,,-9,86,73.9,74.5,63,-3.4,-4.9,-5.1,-6.8,39,28.92,24.5,10,46,7,102.2,102.09,102.1,102,101.26,101.14,101.14,101.01,48300,35862.5,36200,24100,,,,,20.6,0,0,0,0,0.3,,,71,06:16:00,17:37:00,11.35,6.27,17.62,3,3,2,2,-4,-4,8235,,,,,8,7.5,5.5,3,,,,
2018-03-05,1.8,-0.75,-3.35,-8.5,,-8,86,75.1,74,62,-3.3,-4.7,-5.7,-8,43,23.12,24,5,48,7,102.5,102.39,102.35,102.2,101.58,101.44,101.42,101.27,48300,33187.5,36200,24100,,,,,21.4,0,0,0,0,0.3,,,72,06:17:00,17:35:00,11.3,6.28,17.58,,,2,2,-6,-5,10431,,,,,8,5.2,4,0,,,,
2018-03-04,2.1,0.22,0.5,-1.1,,-6,97,84.3,84,71,-0.8,-2.2,-2.5,-4.2,30,14.96,16.5,3,39,10,102.6,102.36,102.4,102.2,101.62,101.42,101.42,101.22,40200,26466.7,22500,4800,,,,,17.5,0,0,0,0,0.3,,,72,06:19:00,17:34:00,11.25,6.32,17.57,,,2,3,-3,-2,6528,,,,,8,7.7,6.5,5,,,,
2018-03-03,4,0.29,-2.7,-9.4,,-8,93,84.6,79,65,-0.2,-2.1,-3.8,-7.4,31,14.62,16,1,39,8,102.7,102.45,102.4,102.1,101.72,101.5,101.42,101.13,48300,27995.8,30600,12900,,,,,20.7,0,0,0,0,0,,,76,06:21:00,17:32:00,11.18,6.35,17.53,,,1,3,-4,-2,8703,,,,,8,7.3,6,4,,,,
2018-03-02,1.1,-1.05,-3.05,-7.2,,-11,84,80,80,76,-2,-4.1,-4.2,-6.3,48,27.83,27.5,7,44,7,102.1,101.69,101.79,101.49,101.12,100.76,100.84,100.55,80500,27808.3,44300,8100,,,,,21.1,0,0,0,0,0.7,,,77,06:23:00,17:31:00,11.13,6.38,17.52,,,0,0,-2,-2,4630,,,,,8,7,4.5,1,,,,
2018-03-01,-0.1,-1.26,-1.3,-2.5,,-10,97,85.3,84,71,-1.4,-3.5,-4.3,-7.2,32,19.04,18,4,35,8,101.8,101.5,101.4,101,100.86,100.56,100.45,100.04,32200,17333.3,16900,1600,,,,,19.3,0,0,0,0,1.3,,,80,06:25:00,17:29:00,11.07,6.42,17.48,,,2,2,-5,-5,4440,,,,,8,7,6.5,5,,,,
2018-02-28,6.5,-0.08,-0.79,-8.1,,-9,95,80.3,74.5,54,-1.7,-3.3,-3.8,-5.8,43,19.62,22,1,41,7,101.5,101.33,101.25,101,100.6,100.41,100.33,100.06,48300,22200,24750,1200,,,,,18.8,0,0,0,0,8,,,70,06:27:00,17:28:00,11.02,6.45,17.47,,,2,4,-2,-1,10493,,,,,8,5.3,4,0,,,,
2018-02-27,3,-0.47,-0.79,-4.6,,-11,80,65.8,65.5,51,-3.4,-6.2,-6.4,-9.4,34,14.12,17.5,1,33,24,102.3,101.93,101.8,101.3,101.39,101,100.89,100.4,48300,36000,33800,19300,,,,,18.8,0,0,0,0,0,,,71,06:29:00,17:26:00,10.95,6.48,17.43,,,2,4,-1,-1,11858,,,,,8,5.3,4.5,1,,,,
2018-02-26,3.2,-0.32,-2.1,-7.4,,-10,96,75,76,56,-1.1,-4.5,-4,-7,35,16.88,19,3,96,27,102,101.47,101.55,101.1,101.04,100.53,100.62,100.2,48300,25429.2,24650,1000,,,,,20.1,0,0,0,0,,,,71,06:30:00,17:25:00,10.92,6.5,17.42,,,2,2,-8,-7,10052,,,,,8,6,5,2,,,,
2018-02-25,-2.6,-6.25,-7.55,-12.5,,-18,92,73.3,74,56,-4,-10.5,-9.6,-15.1,45,26.25,26.5,8,51,7,102.9,102,102,101.1,101.97,101.05,101.08,100.19,48300,20666.7,24550,800,,,,,25.6,0,0,0,0,6.5,,,70,06:32:00,17:23:00,10.85,6.53,17.38,,,-3,-3,-2,-1,3190,,,,,8,6.4,4,0,,,,
2018-02-24,1.2,-1.13,-5.55,-12.3,,-11,98,64,67.5,37,-1,-7.8,-7.9,-14.8,30,15.75,15.5,1,46,27,102.9,102.01,102.05,101.19,101.93,101.06,101.09,100.25,48300,27333.3,24750,1200,,,,,23.6,0,0,0,0,0.7,,,71,06:34:00,17:22:00,10.8,6.57,17.37,,,1,1,-11,-10,11252,,,,,8,4.8,4,0,,,,
2018-02-23,-1.5,-8.6,-11.05,-20.6,,-22,96,77.7,73.5,51,-3.4,-12.1,-11.8,-20.1,20,7.25,10.5,1,,,104.2,103,102.7,101.2,103.21,102.03,101.76,100.3,48300,22166.7,24750,1200,,,,,29.1,0,0,0,0,5.1,,,69,06:36:00,17:20:00,10.73,6.6,17.33,3,3,-4,-4,-3,-3,6995,,,,,8,4.8,4,0,,,,
2018-02-22,-5.5,-9.06,-10.5,-15.5,,-18,81,60.8,65,49,-11.9,-15.4,-15.1,-18.2,28,11.71,14.5,1,33,23,104.2,104.05,103.95,103.7,103.22,103.07,102.98,102.74,48300,35191.7,36200,24100,,,,,28.5,0,0,0,0,0,,,70,06:38:00,17:19:00,10.68,6.63,17.32,,,-6,-4,-12,-11,7990,,,,,8,3,4,0,,,,
2018-02-21,5.6,0.15,-0.6,-6.8,,-11,98,81.9,70,42,3.8,-3,-5.2,-14.2,31,15.71,16.5,2,43,28,103.6,102.08,102.5,101.4,102.63,101.14,101.56,100.48,48300,16487.5,25150,2000,,,,,18.6,0,0,0,0,17.8,,,72,06:39:00,17:18:00,10.65,6.65,17.3,,,6,6,-11,-11,2970,,,,,8,5.5,4,0,,,,
2018-02-20,1.4,-0.73,-0.65,-2.7,,-11,98,93.2,90.5,83,0.5,-1.7,-1.6,-3.7,41,23.75,21.5,2,46,6,102.6,102.4,102.35,102.1,101.65,101.45,101.42,101.19,24100,8362.5,12850,1600,,,,,18.6,0,0,0,0,4.9,,,72,06:41:00,17:16:00,10.58,6.68,17.27,,,-1,1,-2,-2,2250,,,,,8,8,8,8,,,,
2018-02-19,5,-1.93,-4.09,-13.2,,-13,97,74.3,73,49,0.1,-6.2,-5.8,-11.8,17,7.25,9,1,,,103,102.58,102.6,102.2,102.05,101.61,101.66,101.26,48300,27283.3,28200,8100,,,,,22.1,0,0,0,0,0.3,,,73,06:43:00,17:15:00,10.53,6.72,17.25,,,4,4,-7,0,9485,,,,,8,7.3,6,4,,,,
2018-02-18,0.9,-4.58,-6.5,-13.9,,-12,92,73,67,42,-7,-9,-10,-13,31,13.08,16,1,36,28,103,102.2,102.25,101.5,102.02,101.23,101.28,100.54,48300,24045.8,24950,1600,,,,,24.5,0,0,0,0,1.2,,,72,06:44:00,17:13:00,10.48,6.73,17.22,,,-1,0,-7,-7,9723,,,,,8,4.2,4,0,,,,
2018-02-17,-4.5,-10.31,-12.4,-20.3,,-26,79,63.8,66,53,-12.1,-16.1,-17.1,-22.1,20,8.62,10.5,1,,,102.8,102.33,102.15,101.5,101.84,101.36,101.21,100.59,48300,29825,36200,24100,,,,,30.4,0,0,0,0,0,,,73,06:46:00,17:12:00,10.43,6.77,17.2,,,-5,-5,-8,-8,10207,,,,,8,4.7,4,0,,,,
2018-02-16,2.4,-3.41,-5.05,-12.5,,-22,94,64.6,70,46,1.2,-9.4,-8.8,-18.8,24,13.79,14.5,5,37,32,102.1,100.68,101.05,100,101.12,99.75,100.1,99.07,48300,32191.7,28200,8100,,,,,23.1,0,0,0,0,0,,,73,06:48:00,17:10:00,10.37,6.8,17.17,,,-1,-1,-18,-16,6153,,,,,8,4.9,4,0,,,,
2018-02-15,2.4,-0.74,-2.04,-6.5,,-10,99,92.4,91,83,1.6,-1.8,-2,-5.6,29,11.38,15,1,35,23,101.2,100.5,100.55,99.9,100.25,99.56,99.62,98.98,9700,5716.7,5450,1200,,,,,20,0,0,0,0,2.7,,,75,06:49:00,17:09:00,10.33,6.82,17.15,,,3,3,-3,1,3300,,,,,8,6.6,4,0,,,,
2018-02-14,2.1,-6.43,-7.85,-17.8,,-17,92,81,80,68,-2,-9.2,-9.8,-17.6,31,11.08,16,1,39,26,102.8,101.73,102,101.2,101.82,100.77,101.04,100.26,32200,24137.5,20950,9700,,,,,25.9,0,0,0,0,2.2,,,75,06:51:00,17:07:00,10.27,6.85,17.12,,,0,0,-3,-3,6526,,,,,8,6.4,4.5,1,,,,
2018-02-13,-8.3,-13.18,-13.9,-19.5,,-29,82,65.8,68,54,-15.1,-18.4,-18.9,-22.8,21,12.21,11,1,28,25,104.4,103.91,103.65,102.9,103.43,102.92,102.68,101.93,48300,35191.7,36200,24100,,,,,31.9,0,0,0,0,0,,,76,06:53:00,17:05:00,10.2,6.88,17.08,,,-10,-10,-12,-12,8616,,,,,8,3.6,4,0,,,,
2018-02-12,0.2,-6.25,-6.5,-13.2,,-22,96,73.2,77.5,59,-1.1,-10.4,-9.6,-18.1,42,24.5,26,10,41,27,103.7,102.4,102.2,100.7,102.77,101.45,101.27,99.77,40200,20270.8,22100,4000,,,,,24.5,0,0,0,0,0.4,,,77,06:54:00,17:04:00,10.17,6.9,17.07,,,-7,-7,-20,-6,8717,,,,,8,5.1,4.5,1,,,,
2018-02-11,-1.5,-5.33,-5.8,-10.1,,-16,96,84.2,84,72,-2.4,-7.6,-6.3,-10.3,48,26.29,25.5,3,43,5,102.5,101.76,101.5,100.5,101.56,100.81,100.57,99.58,40200,16662.5,21300,2400,,,,,23.8,0,0,0,0,6.3,,,81,06:56:00,17:02:00,10.1,6.93,17.03,,,-5,-4,-8,-3,3780,,,,,8,7.8,7.5,7,,,,
2018-02-10,-5.3,-8.65,-12.2,-19.1,,-20,92,86,85.5,79,-6.8,-10.6,-13,-19.2,10,6.46,6,2,,,102.8,102.34,102.45,102.1,101.78,101.37,101.45,101.13,9700,4166.7,5450,1200,,,,,30.2,0,0,0,0,5.5,,,77,06:57:00,17:01:00,10.07,6.95,17.02,,,-5,-5,-9,-8,2760,,,,,8,7.7,6,4,,,,
2018-02-09,-8.8,-13.35,-14.75,-20.7,,-24,86,76.4,72.5,59,-14.6,-16.8,-16.9,-19.2,23,12.08,12.5,2,35,24,103.1,102.87,102.85,102.6,102.09,101.88,101.83,101.58,48300,21454.2,25350,2400,,,,,32.8,0,0,0,0,0,,,78,06:59:00,16:59:00,10,6.98,16.98,,,-10,-10,-12,-12,9381,,,,,8,6.3,5.5,3,,,,
2018-02-08,-9.1,-13.08,-15.1,-21.1,,-27,86,71.4,71,56,-12.3,-17.3,-16.4,-20.6,26,14.46,15.5,5,30,24,102.6,102.32,102.2,101.8,101.58,101.34,101.21,100.83,32200,24783.3,22550,12900,,,,,33.1,0,0,0,0,0,,,80,07:00:00,16:58:00,9.97,7,16.97,,,-10,-10,-17,-16,9522,,,,,8,3.6,4,0,,,,
2018-02-07,-9.9,-14.29,-19.95,-30,,-31,89,81,79,69,-12,-16.9,-19.1,-26.3,30,16.42,15.5,1,33,6,103.6,102.78,102.65,101.7,102.59,101.8,101.65,100.72,24100,11241.7,12450,800,,,,,38,0,0,0,0,7.1,,,77,07:02:00,16:56:00,9.9,7.03,16.93,,,-10,-9,-15,-15,2460,,,,,8,4,4,0,,,,
2018-02-06,-6.1,-12.09,-13.89,-21.7,,-22,92,83.1,81,70,-8.8,-14.4,-14.7,-20.5,23,9.96,12,1,28,24,103.4,102.55,102.75,102.1,102.37,101.57,101.76,101.15,24100,13254.2,12450,800,,,,,31.9,0,0,0,0,0.7,,,74,07:03:00,16:55:00,9.87,7.05,16.92,,,-7,-7,-15,-15,5150,,,,,8,5.4,4,0,,,,
2018-02-05,-3.1,-8.68,-10.95,-18.8,,-24,94,74,73,52,-5.4,-12.7,-12.6,-19.8,37,17.21,21,5,44,27,102.1,101.07,101.1,100.1,101.16,100.11,100.16,99.16,48300,23612.5,25150,2000,,,,,28.9,0,0,0,0,1.5,,,72,07:04:00,16:53:00,9.82,7.07,16.88,,,-7,-5,-16,-15,8349,,,,,8,4.1,4.5,1,,,,
2018-02-04,-4.9,-9.03,-10.35,-15.8,,-20,92,87.9,87.5,83,-6.4,-10.7,-12.2,-18,21,15.46,13,5,,,102.2,101.51,101.4,100.6,101.17,100.54,100.43,99.7,6400,2141.7,3700,1000,,,,,28.4,0,0,0,0,18.4,,,62,07:06:00,16:52:00,9.77,7.1,16.87,,,-5,-5,-6,-4,2980,,,,,8,4.2,5,2,,,,
2018-02-03,-14.8,-19.99,-19.89,-25,,-34,82,65.2,66.5,51,-19.1,-25.1,-24.4,-29.8,21,10.58,11.5,2,37,29,102.5,102.33,102.3,102.1,101.52,101.34,101.33,101.14,48300,27000,24750,1200,,,,,37.9,0,0,0,0,0.6,,,58,07:07:00,16:50:00,9.72,7.12,16.83,,,-15,-15,-16,-16,8764,,,,,8,4.6,4.5,1,,,,
2018-02-02,-6.1,-14.93,-14.05,-22,,-31,72,57.2,59,46,-13.4,-21.7,-20.6,-27.8,26,17.54,18,10,43,30,102.1,101.44,101.55,101,101.13,100.48,100.57,100.01,48300,34520.8,36200,24100,,,,,32,0,0,0,0,0,,,60,07:08:00,16:49:00,9.68,7.13,16.82,,,-13,-13,-23,-23,8200,,,,,8,5.2,4.5,1,,,,
2018-02-01,-1,-6.67,-6.7,-12.4,,-17,96,82.8,84,72,-3.5,-9.1,-8.9,-14.4,24,8,13.5,3,44,28,101.1,100.8,100.75,100.4,100.1,99.85,99.79,99.49,24100,15608.3,13450,2800,,,,,24.7,0,0,0,0,0.9,,,60,07:10:00,16:47:00,9.62,7.17,16.78,,,0,0,-19,-16,1080,,,,,8,7.5,5,2,,,,
2018-01-31,-12.3,-15.61,-16.6,-20.9,,-30,85,66.4,71.5,58,-15,-20.6,-19.4,-23.9,30,14.04,17,4,29,28,102.2,101.76,101.65,101.1,101.19,100.8,100.66,100.12,48300,32250,24750,1200,,,,,34.6,0,0,0,0,2.6,,,55,07:11:00,16:46:00,9.58,7.18,16.77,,,-12,-12,-13,-11,8527,,,,,8,3.1,4,0,,,,
2018-01-30,-8.9,-10.93,-12.05,-15.2,,-22,76,65.7,66,56,-13.7,-16.2,-17.6,-21.6,34,19.21,18,2,33,6,102.6,102.16,102.2,101.8,101.62,101.19,101.24,100.86,48300,25679.2,25950,3600,,,,,30.1,0,0,0,0,0,,,55,07:12:00,16:44:00,9.53,7.2,16.73,,,-11,-9,-20,-20,5862,,,,,8,6.4,5,2,,,,
2018-01-29,-8.7,-11.47,-12.3,-15.9,,-22,76,69.1,69,62,-13.7,-16.1,-16.8,-19.8,30,19.33,18.5,7,33,7,103.4,103.08,103.05,102.7,102.38,102.11,102.05,101.72,48300,33983.3,33800,19300,,,,,30.3,0,0,0,0,0,,,55,07:13:00,16:43:00,9.5,7.22,16.72,,,-10,-9,-14,-14,7824,,,,,8,3.6,4,0,,,,
2018-01-28,3.5,-1.03,-3.65,-10.8,,-15,96,69.4,72,48,2.1,-6.2,-7.2,-16.4,37,18.08,20,3,52,28,103,102.11,102.15,101.3,102.08,101.16,101.21,100.34,48300,27487.5,24950,1600,,,,,21.6,0,0,0,0,1.1,,,56,07:14:00,16:41:00,9.45,7.23,16.68,,,-2,0,-15,-14,5566,,,,,8,4,4,0,,,,
2018-01-27,2,-7.92,-8.15,-18.3,,-21,96,75,78.5,61,0.5,-11.7,-9.2,-19,14,6.33,7,0,,,103.2,102.03,102.25,101.3,102.17,101.06,101.26,100.36,32200,21300,18500,4800,,,,,26.1,0,0,0,0,4.3,,,56,07:15:00,16:40:00,9.42,7.25,16.67,,,-1,0,-1,-1,2020,,,,,8,7.5,5.5,3,,,,
