date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-03-22,2.5,0.91,1.25,0,,-5,99,95.5,89.5,80,1.5,0.2,0.3,-0.9,23,12.33,12,1,32,7,101.1,99.94,100.05,99,100.15,99.01,99.14,98.12,32200,10608.3,16700,1200,,,,,16.8,0,0,0,0,11.9,,,78,06:45:00,18:59:00,12.23,6.75,18.98,1,1,1,2,1,2,6586,,,,,8,7.7,6.5,5,,,,
2019-03-21,5.9,0.17,-1,-7.9,,-11,99,76.7,77,55,1.7,-3.8,-3.6,-8.9,16,5.46,8.5,1,,,102.1,101.67,101.6,101.1,101.18,100.73,100.69,100.2,48300,32854.2,28200,8100,,,,,19,0,0,0,0,5.9,,,78,06:47:00,18:57:00,12.17,6.78,18.95,2,3,5,5,1,1,12338,,,,,8,7,5.5,3,,,,
2019-03-20,4.3,-5.45,-6.6,-17.5,,-21,86,67.9,69,52,-3.9,-10.7,-11.9,-19.9,17,6.5,9,1,,,102.7,102.46,102.4,102.1,101.77,101.49,101.48,101.2,48300,37208.3,36200,24100,,,,,24.6,0,0,0,0,0,,,78,06:49:00,18:56:00,12.12,6.82,18.93,4,4,5,5,-3,-2,17619,,,,,7,4.4,3.5,0,,,,
2019-03-19,-2.9,-8.58,-9.79,-16.7,,-21,81,55.2,58,35,-12.9,-16.5,-15.8,-18.8,28,12.71,15.5,3,32,31,102.9,102.77,102.7,102.5,101.96,101.8,101.76,101.57,48300,37208.3,36200,24100,,,,,27.8,0,0,0,0,0.1,,,78,06:51:00,18:55:00,12.07,6.85,18.92,3,3,-2,-2,-12,-12,19249,,,,,1,0.5,0.5,0,,,,
2019-03-18,-3.4,-7.99,-7.55,-11.7,,-20,71,57.5,56,41,-13.7,-15.2,-15.4,-17.1,35,18.12,19,3,33,22,102.5,102.12,102.15,101.8,101.55,101.17,101.21,100.87,48300,37545.8,36200,24100,,,,,25.6,0,0,0,0,0,,,79,06:53:00,18:53:00,12,6.88,18.88,3,4,-3,-3,-17,-15,18555,,,,,8,3.5,4,0,,,,
2019-03-17,-3.8,-7.2,-7.25,-10.7,,-18,77,60,61.5,46,-12,-13.8,-14.4,-16.9,31,22.33,22,13,50,27,101.9,101.61,101.6,101.3,100.9,100.66,100.62,100.33,48300,25725,29000,9700,,,,,25.2,0,0,0,0,0.1,,,79,06:55:00,18:52:00,11.95,6.92,18.87,3,3,-4,-4,-12,-11,14942,,,,,8,5.8,5,2,,,,
2019-03-16,2.7,-1.12,-2.65,-8,,-13,95,73.1,73,51,2.1,-5.6,-5.7,-13.5,42,25.46,27,12,63,24,101.2,100.48,100.55,99.9,100.28,99.56,99.64,99.01,24100,15004.2,13650,3200,,,,,20.6,0,0,0,0,1.1,,,81,06:57:00,18:50:00,11.88,6.95,18.83,1,1,-1,1,-11,1,11724,,,,,8,7,6,4,,,,
2019-03-15,9.7,3.83,5.35,1,,,99,84.1,81,63,4.8,1.2,2.2,-0.3,46,17.88,25,4,65,8,101.2,100.38,100.6,100,100.22,99.44,99.64,99.05,48300,26187.5,25150,2000,,,,,12.7,0,0.4,0,0,6.7,,,94,06:59:00,18:49:00,11.83,6.98,18.82,2,2,5,5,1,1,7507,,,,,8,7.5,7,6,,,,
2019-03-14,4.9,0.75,1.05,-2.8,,-6,98,85.7,83.5,69,-0.2,-1.5,-1.6,-3,20,8.92,11.5,3,32,9,102.6,102.1,101.95,101.3,101.61,101.16,100.98,100.35,40200,19712.5,20900,1600,,,,,16.9,0,0,0,0,0.4,,,100,07:01:00,18:48:00,11.78,7.02,18.8,3,4,4,4,4,4,13887,,,,,8,7.5,5,2,,,,
2019-03-13,-0.1,-4.5,-7.05,-14,,-15,93,80,78.5,64,-2.5,-7.5,-8.2,-13.8,23,11.04,12,1,,,102.6,102.48,102.45,102.3,101.65,101.52,101.48,101.31,48300,26266.7,29000,9700,,,,,25.1,0,0,0,0,0,,,101,07:03:00,18:46:00,11.72,7.05,18.77,3,4,0,0,-5,-5,11733,,,,,8,6.2,4.5,1,,,,
2019-03-12,-1.3,-5.84,-5.55,-9.8,,-17,82,65.2,68,54,-9.7,-11.5,-11.9,-14.2,27,16.75,17,7,35,28,102.3,101.83,101.7,101.1,101.34,100.86,100.74,100.14,48300,36537.5,36200,24100,,,,,23.6,0,0,0,0,0,,,102,07:05:00,18:45:00,11.67,7.08,18.75,3,3,-3,-3,-12,-11,17621,,,,,7,4.2,4.5,2,,,,
2019-03-11,2,-0.62,-1.75,-5.5,,-11,99,82.8,80.5,62,-0.2,-3.3,-4.8,-9.4,37,24.33,21,5,52,26,101,100.54,100.65,100.3,100.09,99.61,99.73,99.37,40200,13383.3,20900,1600,,,,,19.8,0,0,0,0,2.5,,,105,07:06:00,18:43:00,11.62,7.1,18.72,1,1,0,1,-9,-9,11092,,,,,8,7.5,6.5,5,,,,
2019-03-10,-2.6,-7.09,-9.25,-15.9,,-24,96,80.1,74,52,-3.7,-10.2,-11.2,-18.6,36,27.09,26.5,17,41,8,103.3,102.22,102.1,100.9,102.34,101.25,101.12,99.91,24100,12056.5,12250,400,,,,,27.2,0,0,0,0,20.9,,,88,07:08:00,18:42:00,11.57,7.13,18.7,2,2,-3,-3,-3,-3,5976,,,,,8,4.4,4,0,,,,
2019-03-09,-3,-8.9,-9.8,-16.6,,-21,90,62.2,61.5,33,-10.8,-15.5,-15.2,-19.5,20,12.25,12,4,,,103.4,102.78,102.6,101.8,102.41,101.81,101.64,100.88,48300,35191.7,36200,24100,,,,,27.8,0,0,0,0,0.2,,,88,06:10:00,17:41:00,11.52,6.17,17.68,3,3,-5,-5,-13,-13,17231,,,,,4,1.6,2,0,,,,
2019-03-08,-5.7,-10.67,-11.8,-17.9,,-27,78,69.4,69,60,-10.4,-15.3,-15.5,-20.6,35,20.21,18,1,44,25,102.3,102.04,102.05,101.8,101.3,101.06,101.06,100.81,48300,37208.3,36200,24100,,,,,29.8,0,0,0,0,0,,,88,06:12:00,17:39:00,11.45,6.2,17.65,3,3,-6,-6,-13,-13,14789,,,,,8,4.7,4.5,1,,,,
2019-03-07,-11.1,-16.35,-17.2,-23.3,,-33,84,70.1,66.5,49,-16.4,-20.8,-20.9,-25.3,31,16.96,20.5,10,36,26,102.2,102.02,102,101.8,101.18,101.05,101,100.82,48300,33650,32200,16100,,,,,35.2,0,0,0,0,0,,,89,06:14:00,17:38:00,11.4,6.23,17.63,3,3,-10,-10,-19,-19,15656,,,,,8,4,4.5,1,,,,
2019-03-06,-9.2,-14.72,-15.8,-22.4,,-28,87,67.2,62.5,38,-16.2,-20,-19.6,-22.9,26,10.5,13.5,1,45,30,101.7,101.36,101.4,101.1,100.77,100.4,100.46,100.15,48300,28591.7,25750,3200,,,,,33.8,0,0,0,0,0,,,90,06:16:00,17:36:00,11.33,6.27,17.6,2,3,-9,-9,-21,-21,12870,,,,,8,5.7,5,2,,,,
2019-03-05,-8.6,-11.67,-12.2,-15.8,,-23,83,70,68,53,-14.2,-16.3,-16.1,-18,35,17,19.5,4,34,24,101.3,101.18,101.05,100.8,100.36,100.21,100.11,99.86,48300,29629.2,25750,3200,,,,,30.2,0,0,0,0,0.1,,,92,06:18:00,17:35:00,11.28,6.3,17.58,3,3,-10,-9,-16,-15,15284,,,,,8,5.8,5,2,,,,
2019-03-04,-1.7,-5.87,-7.75,-13.8,,-18,96,85.2,80,64,-5,-8,-10.1,-15.1,22,9.92,11.5,1,32,26,101.4,100.83,100.95,100.5,100.5,99.89,100.01,99.53,24100,11900,13250,2400,,,,,25.8,0,0,0,0,1.3,,,93,06:20:00,17:33:00,11.22,6.33,17.55,1,1,-3,-3,-13,-13,11462,,,,,8,5,4.5,1,,,,
2019-03-03,-2.3,-4.76,-5.05,-7.8,,-10,94,85.3,82.5,71,-5.6,-6.9,-7,-8.4,21,7.83,11,1,,,101.9,101.71,101.65,101.4,100.95,100.76,100.72,100.49,24100,10966.7,12850,1600,,,,,23.1,0,0,0,0,1.4,,,93,06:22:00,17:32:00,11.17,6.37,17.53,1,2,-3,-3,-7,-7,9832,,,,,8,7.5,6,4,,,,
2019-03-02,-1.8,-7.94,-10.15,-18.5,,-22,87,70.4,70.5,54,-6.9,-12.5,-13.3,-19.7,18,9.38,10,2,,,102.6,102.14,102.15,101.7,101.65,101.18,101.21,100.76,48300,34937.5,30600,12900,,,,,28.1,0,0,0,0,0,,,90,06:24:00,17:30:00,11.1,6.4,17.5,2,3,-4,-4,-20,-10,13997,,,,,8,5.5,4,0,,,,
2019-03-01,-5.9,-15.97,-16.45,-27,,-30,83,69.7,58.5,34,-15.1,-20.8,-21.8,-28.4,23,7.62,12,1,,,102.8,102.67,102.65,102.5,101.86,101.69,101.71,101.55,48300,32166.7,36200,24100,,,,,34.5,0,0,0,0,0.2,,,91,06:25:00,17:29:00,11.07,6.42,17.48,3,3,-6,-6,-14,-14,14881,,,,,6,1.4,3,0,,,,
2019-02-28,-8.6,-17.96,-19.1,-29.6,,-35,83,72,69,55,-15.9,-22,-24.2,-32.5,31,15.62,16,1,31,24,102.7,102.34,102.4,102.1,101.69,101.35,101.41,101.13,48300,34525,30600,12900,,,,,37.1,0,0,0,0,0,,,91,06:27:00,17:28:00,11.02,6.45,17.47,2,2,-9,-9,-25,-20,14953,,,,,4,1.1,2,0,,,,
2019-02-27,-14.4,-19.23,-20.8,-27.2,,-36,77,64.4,65,53,-20.8,-24.4,-24.3,-27.8,34,22.21,21.5,9,38,29,103.1,102.67,102.65,102.2,102.08,101.68,101.64,101.2,48300,36200,36200,24100,,,,,38.8,0,0,0,0,0,,,92,06:29:00,17:26:00,10.95,6.48,17.43,2,2,-13,-12,-22,-22,13906,,,,,8,3.2,4,0,,,,
2019-02-26,-14.9,-17.66,-17.75,-20.6,,-32,72,54.8,59,46,-19.3,-24.8,-23.4,-27.5,34,25.58,26,18,67,27,102.8,102.13,102.05,101.3,101.83,101.16,101.09,100.35,48300,30145.8,36200,24100,,,,,35.8,0,0,0,0,0.3,,,97,06:31:00,17:25:00,10.9,6.52,17.42,2,2,-14,-14,-23,-22,13439,,,,,7,3.2,4,1,,,,
2019-02-25,-1.7,-7.06,-8.44,-15.2,,-25,95,80.1,76.5,58,-3.8,-10,-11.8,-19.8,50,27.62,28.5,7,66,27,101.2,99.32,99.8,98.4,100.22,98.38,98.84,97.46,24100,7766.7,12650,1200,,,,,26.4,0,0,0,0,5.9,,,105,06:33:00,17:23:00,10.83,6.55,17.38,,,-6,-5,-18,-18,7320,,,,,8,6.7,4.5,1,,,,
2019-02-24,-2.7,-4.28,-5.44,-8.2,,-14,95,87.5,85,75,-3.5,-6.1,-6.8,-10,45,32,27,9,56,9,102.5,100.58,100.55,98.6,101.56,99.65,99.61,97.65,48300,13862.5,24450,600,,,,,23.4,0,0,0,0,21.7,,,90,06:35:00,17:22:00,10.78,6.58,17.37,1,1,-3,-3,-3,-3,4654,,,,,8,5.6,5,2,,,,
2019-02-23,-3.2,-10.24,-11.4,-19.6,,-26,91,78.4,77,63,-9.4,-13.4,-14.8,-20.1,17,8.5,9.5,2,,,103.3,103.01,102.95,102.6,102.28,102.03,101.97,101.65,48300,34520.8,36200,24100,,,,,29.4,0,0,0,0,0,,,91,06:36:00,17:20:00,10.73,6.6,17.33,2,2,-4,-2,-13,-9,11109,,,,,8,4.2,4,0,,,,
2019-02-22,-2.5,-8.09,-9.25,-16,,-21,91,73.2,73,55,-9.9,-12.3,-12.3,-14.8,27,12.46,15.5,4,33,26,103.1,102.61,102.45,101.8,102.1,101.64,101.47,100.84,48300,34520.8,36200,24100,,,,,27.2,0,0,0,0,0,,,93,06:38:00,17:19:00,10.68,6.63,17.32,2,2,-3,-3,-14,-14,13506,,,,,6,2.2,3,0,,,,
2019-02-21,-2.6,-6.39,-6.65,-10.7,,-18,91,83.8,79,67,-4.6,-8.8,-10.2,-15.8,25,14.71,13,1,36,7,101.9,101.1,101.25,100.6,100.96,100.14,100.3,99.64,24100,11491.7,12450,800,,,,,24.6,0,0,0,0,6.8,,,94,06:40:00,17:17:00,10.62,6.67,17.28,,,-2,-2,-15,-15,4915,,,,,8,6.5,4.5,1,,,,
2019-02-20,-7.8,-14.22,-16,-24.2,,-29,77,65.6,63,49,-16.2,-19.5,-20.2,-24.2,22,12.08,12,2,,,103.5,103.09,102.8,102.1,102.48,102.1,101.81,101.14,48300,35191.7,36200,24100,,,,,34,0,0,0,0,0.1,,,89,06:42:00,17:16:00,10.57,6.7,17.27,2,2,-8,-8,-12,-12,12837,,,,,8,4.5,4,0,,,,
2019-02-19,-10.7,-16.71,-16.64,-22.6,,-32,80,64.8,63.5,47,-18.3,-22,-22.1,-25.9,28,18.92,18,8,41,26,103.4,103.1,103,102.6,102.39,102.11,102.01,101.63,48300,36200,36200,24100,,,,,34.6,0,0,0,0,0,,,91,06:43:00,17:14:00,10.52,6.72,17.23,2,2,-11,-11,-20,-20,13204,,,,,3,1.1,1.5,0,,,,
2019-02-18,-9.4,-17.67,-18.14,-26.9,,-31,85,72.4,70.5,56,-16.4,-21.7,-22.9,-29.4,21,8.12,11.5,2,33,31,102.5,101.9,102.05,101.6,101.54,100.92,101.08,100.63,48300,25812.5,24450,600,,,,,36.1,0,0,0,0,0,,,93,06:45:00,17:13:00,10.47,6.75,17.22,2,2,-10,-10,-22,-22,10066,,,,,7,3.9,4,1,,,,
2019-02-17,-9.6,-14.94,-17.14,-24.7,,-29,87,68.5,70,53,-17.4,-19.7,-20.5,-23.6,25,15.12,13,1,30,24,102.3,102.05,102,101.7,101.29,101.08,101.03,100.77,48300,36200,36200,24100,,,,,35.1,0,0,0,0,0,,,94,06:47:00,17:11:00,10.4,6.78,17.18,2,2,-8,-8,-20,-17,12753,,,,,6,2.4,3.5,1,,,,
2019-02-16,-0.6,-5.25,-7.15,-13.7,,-19,85,71.6,73,61,-3.5,-9.7,-10.8,-18,34,22.67,23,12,45,27,101.6,100.8,100.85,100.1,100.68,99.85,99.93,99.18,32200,21312.5,17700,3200,,,,,25.1,0,0,0,0,0,,,100,06:48:00,17:10:00,10.37,6.8,17.17,1,1,-3,-3,-18,-5,8631,,,,,8,6.3,5.5,3,,,,
2019-02-15,-0.4,-6.03,-8.25,-16.1,,-20,98,91.2,90,82,-2.9,-7.3,-9.2,-15.5,40,24.92,22,4,125,10,101.8,100.86,100.95,100.1,100.86,99.91,100.01,99.16,48300,10662.5,24450,600,,,,,26.2,0,0,0,0,19.4,,,86,06:50:00,17:08:00,10.3,6.83,17.13,,,-2,-2,-5,-5,3856,,,,,8,7.8,7.5,7,,,,
2019-02-14,-3.6,-8.86,-10.7,-17.8,,-20,92,84.3,77.5,63,-7.9,-11.1,-12.7,-17.4,21,9.83,11,1,33,26,101.8,101.07,101,100.2,100.82,100.11,100.06,99.29,40200,16762.5,20900,1600,,,,,28.7,0,0,0,0,1.4,,,89,06:51:00,17:07:00,10.27,6.85,17.12,1,1,-4,-4,-11,-10,6937,,,,,8,4.5,4.5,1,,,,
2019-02-13,-7.3,-8.15,-8.55,-9.8,,-22,91,88.3,87.5,84,-8.9,-9.8,-10.2,-11.5,56,37.04,34.5,13,64,6,101.8,100.58,101,100.2,100.86,99.64,100.05,99.24,3200,1566.7,1800,400,,,,,26.6,0,0,0,0,13.9,,,78,06:53:00,17:05:00,10.2,6.88,17.08,1,1,-8,-8,-10,-10,4503,,,,,7,3.7,4,1,,,,
2019-02-12,-8.9,-14.86,-17.25,-25.6,,-29,88,70.8,72.5,57,-11.7,-19.1,-19.6,-27.6,49,20.46,25.5,2,59,5,103.7,103.14,102.9,102.1,102.66,102.14,101.88,101.09,48300,30837.5,24550,800,,,,,35.2,0,0,0,0,3.3,,,64,06:55:00,17:04:00,10.15,6.92,17.07,1,2,-12,-12,-10,-10,7262,,,,,8,5.2,4,0,,,,
2019-02-11,-10.7,-15.33,-15.35,-20,,-29,69,55.3,55,41,-19.3,-22.6,-21.8,-24.2,19,13.83,12,5,34,30,103.5,103.07,103.1,102.7,102.52,102.08,102.12,101.72,48300,35191.7,36200,24100,,,,,33.4,0,0,0,0,0,,,65,06:56:00,17:02:00,10.1,6.93,17.03,2,2,-12,-12,-22,-22,11734,,,,,1,0.3,0.5,0,,,,
2019-02-10,-9.1,-12.82,-12.75,-16.4,,-25,69,62.4,61,53,-15.6,-18.6,-17.9,-20.3,28,19,18.5,9,38,25,103.3,103.01,103,102.7,102.36,102.04,102.05,101.74,48300,35191.7,36200,24100,,,,,30.8,0,0,0,0,0,,,65,06:58:00,17:01:00,10.05,6.97,17.02,2,2,-10,-10,-21,-21,11358,,,,,7,1.6,3.5,0,,,,
2019-02-09,-7.9,-11.78,-11.4,-14.9,,-27,70,54.8,55.5,41,-17.3,-19.3,-19.6,-21.8,57,29.46,35,13,78,29,103.2,102.43,102.2,101.2,102.23,101.45,101.23,100.22,48300,26204.2,25750,3200,,,,,29.4,0,0,0,0,0.6,,,65,06:59:00,16:59:00,10,6.98,16.98,2,2,-9,-9,-17,-17,10488,,,,,8,3,4,0,,,,
2019-02-08,4.7,-1.53,-2.9,-10.5,,-20,99,84.3,78.5,58,2.3,-4,-6.8,-15.8,52,30.54,27,2,95,24,101.3,100.41,100.6,99.9,100.34,99.49,99.67,99.01,40200,14630.4,20500,800,,,,,20.9,0,0,0,0,7.7,,,68,07:01:00,16:58:00,9.95,7.02,16.97,1,1,3,5,-16,-16,4692,,,,,8,6.9,5.5,3,,,,
2019-02-07,-2.1,-5.15,-4.8,-7.5,,-16,95,87.7,87.5,80,-3.2,-6.9,-6.3,-9.4,31,24.08,24.5,18,33,6,102.4,102.13,101.9,101.4,101.46,101.17,100.96,100.46,48300,18291.7,25150,2000,,,,,22.8,0,0,0,0,1,,,71,07:02:00,16:56:00,9.9,7.03,16.93,1,1,-4,-3,-2,-1,5537,,,,,8,7.6,5,2,,,,
2019-02-06,-7.5,-9.85,-11.15,-14.8,,-19,90,77.3,78,66,-9,-13.1,-13.2,-17.5,32,17.38,18,4,35,9,102.9,102.58,102.55,102.2,101.97,101.61,101.6,101.23,48300,28791.7,24550,800,,,,,29.1,0,0,0,0,2.8,,,65,07:03:00,16:55:00,9.87,7.05,16.92,1,2,-8,-7,-8,-7,6701,,,,,8,6,4.5,1,,,,
2019-02-05,2.2,-3.44,-3.99,-10.2,,-15,100,85,82,64,1.9,-5.7,-6.5,-14.8,31,15.5,16.5,2,45,27,102.4,101.15,101.45,100.5,101.43,100.21,100.51,99.59,32200,13254.2,16500,800,,,,,22,0,0,0,0,8.5,,,69,07:05:00,16:53:00,9.8,7.08,16.88,,,1,3,-16,-15,2880,,,,,8,5.1,4,0,,,,
2019-02-04,-2.8,-5.6,-6,-9.2,,-14,97,93,92,87,-4.1,-6.6,-7.1,-10.1,28,15.83,15.5,3,37,6,101.7,101.47,101.4,101.1,100.71,100.51,100.43,100.15,16100,7687.5,8850,1600,,,,,24,0,0,0,0,4.5,,,69,07:06:00,16:51:00,9.75,7.1,16.85,1,2,-3,-3,-2,-2,5815,,,,,8,6.9,6,4,,,,
2019-02-03,-9,-15.84,-16.2,-23.4,,-31,88,76.6,78,68,-11.2,-19.1,-18.1,-25.1,14,7.25,7.5,1,,,102.4,102.01,101.95,101.5,101.37,101.03,100.94,100.52,48300,32241.7,27350,6400,,,,,34.2,0,0,0,0,0.3,,,68,07:07:00,16:50:00,9.72,7.12,16.83,1,1,-12,-12,-11,-10,5859,,,,,8,5.7,4,0,,,,
2019-02-02,-10.7,-15.66,-16.2,-21.7,,-33,89,82.1,80,71,-12.5,-18.1,-18.8,-25,28,17.17,18.5,9,37,25,102.3,101.62,101.65,101,101.28,100.64,100.67,100.06,24100,13520.8,12450,800,,,,,34.2,0,0,0,0,3.9,,,65,07:09:00,16:48:00,9.65,7.15,16.8,,,-10,-10,-19,-19,3722,,,,,8,4.4,4,0,,,,
2019-02-01,-14.9,-18.5,-18.5,-22.1,,-34,77,68.7,70.5,64,-20.2,-23,-23.4,-26.7,36,23.5,25,14,49,25,102.3,102.11,102.05,101.8,101.34,101.13,101.09,100.85,32200,21908.3,22550,12900,,,,,36.5,0,0,0,0,0,,,67,07:10:00,16:47:00,9.62,7.17,16.78,1,1,-15,-15,-21,-19,8965,,,,,8,3.5,4,0,,,,
2019-01-31,-16.8,-19.19,-21.15,-25.5,,-32,79,66.7,67.5,56,-20.9,-24,-24.2,-27.5,39,23.58,22,5,53,25,101.9,101.48,101.45,101,100.94,100.52,100.47,100,32200,18841.7,16900,1600,,,,,39.1,0,0,0,0,0.2,,,79,07:11:00,16:45:00,9.57,7.18,16.75,1,1,-16,-16,-22,-21,7305,,,,,8,5,5,2,,,,
2019-01-30,-8.7,-11.2,-13.4,-18.1,,-27,91,79.1,77.5,64,-10.5,-14.2,-15.2,-19.9,35,23.12,19.5,4,47,24,101.2,100.79,100.85,100.5,100.19,99.82,99.85,99.5,48300,14466.7,24750,1200,,,,,31.4,0,0,0,0,3.3,,,78,07:12:00,16:44:00,9.53,7.2,16.73,,,-10,-10,-20,-20,5327,,,,,8,5.2,4,0,,,,
2019-01-29,-11,-15.17,-16.45,-21.9,,-31,88,81.1,80,72,-13,-17.7,-19,-25,46,31.54,26,6,53,7,102.5,101.86,101.9,101.3,101.47,100.88,100.88,100.29,24100,8320.8,12450,800,,,,,34.5,0,0,0,0,6.8,,,59,07:14:00,16:42:00,9.47,7.23,16.7,,,-12,-12,-11,-11,4904,,,,,8,7.9,7.5,7,,,,
2019-01-28,-12.3,-20.57,-19.95,-27.6,,-34,80,65.9,66.5,53,-16.6,-25.5,-22.9,-29.1,24,13.83,13.5,3,37,27,102.6,102.25,102.1,101.6,101.57,101.26,101.1,100.63,48300,34991.7,33800,19300,,,,,38,0,0,0,0,0,,,59,07:15:00,16:41:00,9.43,7.25,16.68,1,1,-19,-19,-23,-23,6381,,,,,6,1.8,3,0,,,,
2019-01-27,-4.8,-11.81,-13.6,-22.4,,-28,93,82.8,78.5,64,-8.3,-14.2,-15.9,-23.6,35,20.75,19,3,47,24,102.6,101.65,101.75,100.9,101.62,100.68,100.78,99.95,24100,14120.8,12250,400,,,,,31.6,0,0,0,0,5.6,,,56,07:16:00,16:39:00,9.38,7.27,16.65,,,-3,-3,-21,-20,3184,,,,,8,5.7,4.5,1,,,,
2019-01-26,-13.4,-16.38,-17.1,-20.8,,-27,85,73.4,75.5,66,-17.9,-20.1,-20.2,-22.6,20,11.67,10.5,1,,,102.7,102.33,102.15,101.6,101.72,101.35,101.18,100.64,48300,34520.8,36200,24100,,,,,35.1,0,0,0,0,0,,,56,07:17:00,16:38:00,9.35,7.28,16.63,1,1,-13,-13,-16,-16,5793,,,,,8,5.5,5.5,3,,,,
2019-01-25,-4.6,-9.21,-9.5,-14.4,,-22,95,80,82,69,-6.5,-12.1,-11.9,-17.4,46,20.88,24.5,3,59,25,101.6,100.72,100.7,99.8,100.64,99.76,99.76,98.88,40200,21554.2,20500,800,,,,,27.5,0,0,0,0,0.7,,,56,07:18:00,16:36:00,9.3,7.3,16.6,1,1,-6,-6,-15,-15,8089,,,,,8,5.2,5,2,,,,
2019-01-24,-0.1,-2.61,-2.8,-5.5,,-12,98,95.2,91.5,85,-2,-3.3,-4.3,-6.6,27,16.04,16,5,40,25,100.6,99.79,99.85,99.1,99.66,98.86,98.92,98.17,24100,6325,12650,1200,,,,,20.8,0,0,0,0,14,,,59,07:19:00,16:35:00,9.27,7.32,16.58,,,2,2,-11,-10,2329,,,,,8,8,8,8,,,,
2019-01-23,-5.5,-11.03,-11.45,-17.4,,-24,93,84.7,82,71,-6.7,-13.1,-14.1,-21.4,23,10.38,12,1,,,103.1,101.88,101.9,100.7,102.11,100.91,100.93,99.75,16100,6633.3,8850,1600,,,,,29.4,0,0,0,0,10.3,,,52,07:20:00,16:34:00,9.23,7.33,16.57,,,-8,-8,-6,-6,2348,,,,,8,5.8,4.5,1,,,,
2019-01-22,-15.2,-19.43,-19.25,-23.3,,-37,74,65,63,52,-21.2,-24.5,-24.5,-27.8,34,22,21,8,39,26,103.5,103.12,102.9,102.3,102.45,102.13,101.86,101.28,48300,33516.7,32200,16100,,,,,37.2,0,0,0,0,0.1,,,55,07:21:00,16:32:00,9.18,7.35,16.53,1,1,-13,-13,-19,-19,8695,,,,,8,3.3,4,0,,,,
2019-01-21,-15.2,-16.89,-17.45,-19.7,,-28,76,58.5,63,50,-20.9,-23.3,-23.9,-26.8,21,13.75,14.5,8,40,32,102.1,101.03,101.25,100.4,101.12,100.07,100.28,99.43,24100,14850,14050,4000,,,,,35.5,0,0,0,0,0.2,,,64,07:22:00,16:31:00,9.15,7.37,16.52,,,-15,-15,-22,-22,4142,,,,,8,7.2,6,4,,,,
2019-01-20,-13.4,-17.47,-16.8,-20.2,,-35,84,78.9,72,60,-16.9,-20.3,-20,-23.1,52,33.92,30.5,9,60,7,102.7,101.28,101.55,100.4,101.69,100.3,100.54,99.39,11300,2270.8,5950,600,,,,,34.8,0,0,0,0,8.6,,,51,07:22:00,16:29:00,9.12,7.37,16.48,,,-14,-14,-16,-16,2334,,,,,8,4,5,2,,,,
2019-01-19,-18.2,-22.86,-22.75,-27.3,,-35,78,63,64.5,51,-23.1,-28.2,-28.1,-33,30,11.54,16.5,3,38,9,103.3,103.03,102.85,102.4,102.34,102.03,101.87,101.4,48300,33716.7,30600,12900,,,,,40.8,0,0,0,0,0,,,51,07:23:00,16:28:00,9.08,7.38,16.47,1,1,-21,-20,-22,-21,6018,,,,,8,4.8,4,0,,,,
2019-01-18,-8.7,-13.85,-14.3,-19.9,,-27,90,76.5,73,56,-10.3,-17.2,-17.4,-24.5,28,11.88,15.5,3,45,27,102.5,101.85,101.9,101.3,101.49,100.87,100.89,100.29,24100,11550,12850,1600,,,,,32.3,0,0,0,0,3,,,46,07:24:00,16:27:00,9.05,7.4,16.45,,,-10,-9,-27,-27,4109,,,,,8,5.1,4,0,,,,
2019-01-17,-19.3,-22.57,-23.05,-26.8,,-39,75,63.8,64,53,-25,-27.7,-27.6,-30.2,23,13.17,13,3,33,24,103.2,102.85,102.85,102.5,102.17,101.86,101.83,101.48,48300,34183.3,36200,24100,,,,,41,0,0,0,0,0,,,46,07:25:00,16:25:00,9,7.42,16.42,1,1,-18,-18,-23,-21,8134,,,,,7,2,3.5,0,,,,
