PRODUCT,DESC_1,Qty net,DATE_DELIV,
51,Hamburger 12,747,3/26/16,
51,Hamburger 12,437,3/29/16,
51,Hamburger 12,269,3/30/16,
51,Hamburger 12,464,3/31/16,
51,Hamburger 12,417,4/1/16,
51,Hamburger 12,707,4/2/16,
51,Hamburger 12,572,4/5/16,
51,Hamburger 12,408,4/6/16,
51,Hamburger 12,563,4/7/16,
51,Hamburger 12,446,4/8/16,
51,Hamburger 12,790,4/9/16,
51,Hamburger 12,6,4/11/16,
51,Hamburger 12,767,4/12/16,
51,Hamburger 12,264,4/13/16,
51,Hamburger 12,666,4/14/16,
51,Hamburger 12,724,4/15/16,
51,Hamburger 12,1394,4/16/16,
51,Hamburger 12,884,4/19/16,
51,Hamburger 12,433,4/20/16,
51,Hamburger 12,945,4/21/16,
51,Hamburger 12,735,4/22/16,
51,Hamburger 12,1365,4/23/16,
51,Hamburger 12,829,4/26/16,
51,Hamburger 12,465,4/27/16,
51,Hamburger 12,698,4/28/16,
51,Hamburger 12,824,4/29/16,
51,Hamburger 12,1213,4/30/16,
51,Hamburger 12,783,5/3/16,
51,Hamburger 12,471,5/4/16,
51,Hamburger 12,771,5/5/16,
51,Hamburger 12,847,5/6/16,
51,Hamburger 12,1365,5/7/16,
51,Hamburger 12,715,5/10/16,
51,Hamburger 12,569,5/11/16,
51,Hamburger 12,644,5/12/16,
51,Hamburger 12,878,5/13/16,
51,Hamburger 12,1444,5/14/16,
51,Hamburger 12,1023,5/17/16,
51,Hamburger 12,480,5/18/16,
51,Hamburger 12,1355,5/19/16,
51,Hamburger 12,1775,5/20/16,
51,Hamburger 12,1720,5/21/16,
51,Hamburger 12,6,5/23/16,
51,Hamburger 12,858,5/24/16,
51,Hamburger 12,593,5/25/16,
51,Hamburger 12,958,5/26/16,
51,Hamburger 12,977,5/27/16,
51,Hamburger 12,1968,5/28/16,
51,Hamburger 12,994,5/31/16,
51,Hamburger 12,904,6/1/16,
51,Hamburger 12,1142,6/2/16,
51,Hamburger 12,1287,6/3/16,
51,Hamburger 12,1816,6/4/16,
51,Hamburger 12,273,6/7/16,
51,Hamburger 12,640,6/8/16,
51,Hamburger 12,768,6/9/16,
51,Hamburger 12,1030,6/10/16,
51,Hamburger 12,1506,6/11/16,
51,Hamburger 12,1114,6/14/16,
51,Hamburger 12,726,6/15/16,
51,Hamburger 12,1154,6/16/16,
51,Hamburger 12,1436,6/17/16,
51,Hamburger 12,1945,6/18/16,
51,Hamburger 12,0,6/19/16,
51,Hamburger 12,3,6/20/16,
51,Hamburger 12,743,6/21/16,
51,Hamburger 12,734,6/22/16,
51,Hamburger 12,1359,6/23/16,
51,Hamburger 12,585,6/24/16,
51,Hamburger 12,1777,6/25/16,
51,Hamburger 12,1248,6/28/16,
51,Hamburger 12,953,6/29/16,
51,Hamburger 12,1417,6/30/16,
51,Hamburger 12,59,7/1/16,
51,Hamburger 12,2187,7/2/16,
51,Hamburger 12,36,7/4/16,
51,Hamburger 12,938,7/5/16,
51,Hamburger 12,626,7/6/16,
51,Hamburger 12,973,7/7/16,
51,Hamburger 12,1019,7/8/16,
51,Hamburger 12,1637,7/9/16,
51,Hamburger 12,658,7/12/16,
51,Hamburger 12,352,7/13/16,
51,Hamburger 12,1038,7/14/16,
51,Hamburger 12,962,7/15/16,
51,Hamburger 12,1756,7/16/16,
51,Hamburger 12,681,7/19/16,
51,Hamburger 12,488,7/20/16,
51,Hamburger 12,586,7/21/16,
51,Hamburger 12,1012,7/22/16,
51,Hamburger 12,1670,7/23/16,
51,Hamburger 12,1,7/25/16,
51,Hamburger 12,898,7/26/16,
51,Hamburger 12,550,7/27/16,
51,Hamburger 12,1065,7/28/16,
51,Hamburger 12,1080,7/29/16,
51,Hamburger 12,1445,7/30/16,
51,Hamburger 12,679,8/2/16,
51,Hamburger 12,552,8/3/16,
51,Hamburger 12,1057,8/4/16,
51,Hamburger 12,1083,8/5/16,
51,Hamburger 12,1959,8/6/16,
51,Hamburger 12,920,8/9/16,
51,Hamburger 12,465,8/10/16,
51,Hamburger 12,878,8/11/16,
51,Hamburger 12,854,8/12/16,
51,Hamburger 12,1403,8/13/16,
51,Hamburger 12,747,8/16/16,
51,Hamburger 12,437,8/17/16,
51,Hamburger 12,888,8/18/16,
51,Hamburger 12,734,8/19/16,
51,Hamburger 12,1498,8/20/16,
51,Hamburger 12,749,8/23/16,
51,Hamburger 12,447,8/24/16,
51,Hamburger 12,717,8/25/16,
51,Hamburger 12,798,8/26/16,
51,Hamburger 12,1224,8/27/16,
51,Hamburger 12,806,8/30/16,
51,Hamburger 12,527,8/31/16,
51,Hamburger 12,962,9/1/16,
51,Hamburger 12,943,9/2/16,
51,Hamburger 12,1174,9/3/16,
51,Hamburger 12,708,9/6/16,
51,Hamburger 12,442,9/7/16,
51,Hamburger 12,686,9/8/16,
51,Hamburger 12,777,9/9/16,
51,Hamburger 12,1062,9/10/16,
51,Hamburger 12,810,9/13/16,
51,Hamburger 12,322,9/14/16,
51,Hamburger 12,649,9/15/16,
51,Hamburger 12,589,9/16/16,
51,Hamburger 12,1077,9/17/16,
51,Hamburger 12,716,9/20/16,
51,Hamburger 12,412,9/21/16,
51,Hamburger 12,677,9/22/16,
51,Hamburger 12,985,9/23/16,
51,Hamburger 12,1263,9/24/16,
51,Hamburger 12,706,9/27/16,
51,Hamburger 12,432,9/28/16,
51,Hamburger 12,603,9/29/16,
51,Hamburger 12,769,9/30/16,
51,Hamburger 12,1175,10/1/16,
51,Hamburger 12,6,10/3/16,
51,Hamburger 12,517,10/4/16,
51,Hamburger 12,279,10/5/16,
51,Hamburger 12,510,10/6/16,
51,Hamburger 12,592,10/7/16,
51,Hamburger 12,788,10/8/16,
51,Hamburger 12,701,10/11/16,
51,Hamburger 12,282,10/12/16,
51,Hamburger 12,557,10/13/16,
51,Hamburger 12,561,10/14/16,
51,Hamburger 12,860,10/15/16,
51,Hamburger 12,561,10/18/16,
51,Hamburger 12,349,10/19/16,
51,Hamburger 12,438,10/20/16,
51,Hamburger 12,650,10/21/16,
51,Hamburger 12,788,10/22/16,
51,Hamburger 12,501,10/25/16,
51,Hamburger 12,275,10/26/16,
51,Hamburger 12,525,10/27/16,
51,Hamburger 12,467,10/28/16,
51,Hamburger 12,768,10/29/16,
51,Hamburger 12,578,11/1/16,
51,Hamburger 12,316,11/2/16,
51,Hamburger 12,468,11/3/16,
51,Hamburger 12,517,11/4/16,
51,Hamburger 12,849,11/5/16,
51,Hamburger 12,617,11/8/16,
51,Hamburger 12,541,11/9/16,
51,Hamburger 12,582,11/10/16,
51,Hamburger 12,456,11/11/16,
51,Hamburger 12,833,11/12/16,
51,Hamburger 12,659,11/15/16,
51,Hamburger 12,322,11/16/16,
51,Hamburger 12,496,11/17/16,
51,Hamburger 12,625,11/18/16,
51,Hamburger 12,855,11/19/16,
51,Hamburger 12,653,11/22/16,
51,Hamburger 12,268,11/23/16,
51,Hamburger 12,417,11/24/16,
51,Hamburger 12,520,11/25/16,
51,Hamburger 12,877,11/26/16,
51,Hamburger 12,572,11/29/16,
51,Hamburger 12,239,11/30/16,
51,Hamburger 12,559,12/1/16,
51,Hamburger 12,484,12/2/16,
51,Hamburger 12,758,12/3/16,
51,Hamburger 12,618,12/6/16,
51,Hamburger 12,181,12/7/16,
51,Hamburger 12,492,12/8/16,
51,Hamburger 12,403,12/9/16,
51,Hamburger 12,732,12/10/16,
51,Hamburger 12,561,12/13/16,
51,Hamburger 12,262,12/14/16,
51,Hamburger 12,445,12/15/16,
51,Hamburger 12,640,12/16/16,
51,Hamburger 12,1004,12/17/16,
51,Hamburger 12,471,12/20/16,
51,Hamburger 12,248,12/21/16,
51,Hamburger 12,434,12/22/16,
51,Hamburger 12,422,12/23/16,
51,Hamburger 12,511,12/24/16,
51,Hamburger 12,358,12/27/16,
51,Hamburger 12,183,12/28/16,
51,Hamburger 12,383,12/29/16,
51,Hamburger 12,333,12/30/16,
51,Hamburger 12,560,12/31/16,
52,"Hamburger 4"" 12",139,1/2/16,
52,"Hamburger 4"" 12",300,1/5/16,
52,"Hamburger 4"" 12",45,1/6/16,
52,"Hamburger 4"" 12",160,1/7/16,
52,"Hamburger 4"" 12",96,1/8/16,
52,"Hamburger 4"" 12",136,1/9/16,
52,"Hamburger 4"" 12",310,1/12/16,
52,"Hamburger 4"" 12",71,1/13/16,
52,"Hamburger 4"" 12",180,1/14/16,
52,"Hamburger 4"" 12",194,1/15/16,
52,"Hamburger 4"" 12",264,1/16/16,
52,"Hamburger 4"" 12",190,1/19/16,
52,"Hamburger 4"" 12",76,1/20/16,
52,"Hamburger 4"" 12",131,1/21/16,
52,"Hamburger 4"" 12",97,1/22/16,
52,"Hamburger 4"" 12",300,1/23/16,
52,"Hamburger 4"" 12",224,1/26/16,
52,"Hamburger 4"" 12",199,1/27/16,
52,"Hamburger 4"" 12",219,1/28/16,
52,"Hamburger 4"" 12",148,1/29/16,
52,"Hamburger 4"" 12",144,1/30/16,
52,"Hamburger 4"" 12",280,2/2/16,
52,"Hamburger 4"" 12",102,2/3/16,
52,"Hamburger 4"" 12",151,2/4/16,
52,"Hamburger 4"" 12",193,2/5/16,
52,"Hamburger 4"" 12",169,2/6/16,
52,"Hamburger 4"" 12",219,2/9/16,
52,"Hamburger 4"" 12",78,2/10/16,
52,"Hamburger 4"" 12",173,2/11/16,
52,"Hamburger 4"" 12",203,2/12/16,
52,"Hamburger 4"" 12",282,2/13/16,
52,"Hamburger 4"" 12",269,2/16/16,
52,"Hamburger 4"" 12",86,2/17/16,
52,"Hamburger 4"" 12",173,2/18/16,
52,"Hamburger 4"" 12",193,2/19/16,
52,"Hamburger 4"" 12",325,2/20/16,
52,"Hamburger 4"" 12",3,2/22/16,
52,"Hamburger 4"" 12",253,2/23/16,
52,"Hamburger 4"" 12",111,2/24/16,
52,"Hamburger 4"" 12",231,2/25/16,
52,"Hamburger 4"" 12",154,2/26/16,
52,"Hamburger 4"" 12",307,2/27/16,
52,"Hamburger 4"" 12",490,3/1/16,
52,"Hamburger 4"" 12",83,3/2/16,
52,"Hamburger 4"" 12",203,3/3/16,
52,"Hamburger 4"" 12",109,3/4/16,
52,"Hamburger 4"" 12",269,3/5/16,
52,"Hamburger 4"" 12",405,3/8/16,
52,"Hamburger 4"" 12",65,3/9/16,
52,"Hamburger 4"" 12",187,3/10/16,
52,"Hamburger 4"" 12",114,3/11/16,
52,"Hamburger 4"" 12",365,3/12/16,
52,"Hamburger 4"" 12",314,3/15/16,
52,"Hamburger 4"" 12",112,3/16/16,
52,"Hamburger 4"" 12",235,3/17/16,
52,"Hamburger 4"" 12",188,3/18/16,
52,"Hamburger 4"" 12",365,3/19/16,
52,"Hamburger 4"" 12",284,3/22/16,
52,"Hamburger 4"" 12",84,3/23/16,
52,"Hamburger 4"" 12",357,3/24/16,
52,"Hamburger 4"" 12",28,3/25/16,
52,"Hamburger 4"" 12",492,3/26/16,
52,"Hamburger 4"" 12",326,3/29/16,
52,"Hamburger 4"" 12",88,3/30/16,
52,"Hamburger 4"" 12",269,3/31/16,
52,"Hamburger 4"" 12",185,4/1/16,
52,"Hamburger 4"" 12",388,4/2/16,
52,"Hamburger 4"" 12",1,4/4/16,
52,"Hamburger 4"" 12",445,4/5/16,
52,"Hamburger 4"" 12",103,4/6/16,
52,"Hamburger 4"" 12",258,4/7/16,
52,"Hamburger 4"" 12",162,4/8/16,
52,"Hamburger 4"" 12",247,4/9/16,
52,"Hamburger 4"" 12",384,4/12/16,
52,"Hamburger 4"" 12",125,4/13/16,
52,"Hamburger 4"" 12",290,4/14/16,
52,"Hamburger 4"" 12",308,4/15/16,
52,"Hamburger 4"" 12",389,4/16/16,
52,"Hamburger 4"" 12",1,4/18/16,
52,"Hamburger 4"" 12",436,4/19/16,
52,"Hamburger 4"" 12",165,4/20/16,
52,"Hamburger 4"" 12",697,4/21/16,
52,"Hamburger 4"" 12",284,4/22/16,
52,"Hamburger 4"" 12",553,4/23/16,
52,"Hamburger 4"" 12",12,4/25/16,
52,"Hamburger 4"" 12",535,4/26/16,
52,"Hamburger 4"" 12",232,4/27/16,
52,"Hamburger 4"" 12",563,4/28/16,
52,"Hamburger 4"" 12",365,4/29/16,
52,"Hamburger 4"" 12",587,4/30/16,
52,"Hamburger 4"" 12",12,5/2/16,
52,"Hamburger 4"" 12",601,5/3/16,
52,"Hamburger 4"" 12",196,5/4/16,
52,"Hamburger 4"" 12",579,5/5/16,
52,"Hamburger 4"" 12",485,5/6/16,
52,"Hamburger 4"" 12",783,5/7/16,
52,"Hamburger 4"" 12",5,5/9/16,
52,"Hamburger 4"" 12",651,5/10/16,
52,"Hamburger 4"" 12",172,5/11/16,
52,"Hamburger 4"" 12",706,5/12/16,
52,"Hamburger 4"" 12",515,5/13/16,
52,"Hamburger 4"" 12",518,5/14/16,
52,"Hamburger 4"" 12",9,5/16/16,
52,"Hamburger 4"" 12",549,5/17/16,
52,"Hamburger 4"" 12",344,5/18/16,
52,"Hamburger 4"" 12",933,5/19/16,
52,"Hamburger 4"" 12",541,5/20/16,
52,"Hamburger 4"" 12",830,5/21/16,
52,"Hamburger 4"" 12",705,5/24/16,
52,"Hamburger 4"" 12",201,5/25/16,
52,"Hamburger 4"" 12",1036,5/26/16,
52,"Hamburger 4"" 12",605,5/27/16,
52,"Hamburger 4"" 12",591,5/28/16,
52,"Hamburger 4"" 12",9,5/30/16,
52,"Hamburger 4"" 12",580,5/31/16,
52,"Hamburger 4"" 12",395,6/1/16,
